geo_id,geo_code,name,abbreviation
1914,county-42110000,ภูหลวง,-
1915,county-42120000,ผาขาว,-
1916,county-42130000,เอราวัณ,-
1917,county-42140000,หนองหิน,-
1918,county-43010000,เมืองหนองคาย,-
1919,county-43020000,ท่าบ่อ,-
1920,county-43050000,โพนพิสัย,-
1921,county-43070000,ศรีเชียงใหม่,-
1922,county-43080000,สังคม,-
1923,county-43140000,สระใคร,-
1924,county-43150000,เฝ้าไร่,-
1925,county-43160000,รัตนวาปี,-
1926,county-43170000,โพธิ์ตาก,-
1927,county-44010000,เมืองมหาสารคาม,-
1928,county-44020000,แกดำ,-
1929,county-44030000,โกสุมพิสัย,-
1930,county-44040000,กันทรวิชัย,-
1931,county-44050000,เชียงยืน,-
1932,county-44060000,บรบือ,-
1933,county-44070000,นาเชือก,-
1934,county-44080000,พยัคฆภูมิพิสัย,-
1935,county-44090000,วาปีปทุม,-
1936,county-44100000,นาดูน,-
1937,county-44110000,ยางสีสุราช,-
1938,county-44120000,กุดรัง,-
1939,county-44130000,ชื่นชม,-
1940,county-45010000,เมืองร้อยเอ็ด,-
1941,county-45020000,เกษตรวิสัย,-
1942,county-45030000,ปทุมรัตต์,-
1943,county-45040000,จตุรพักตรพิมาน,-
1944,county-45050000,ธวัชบุรี,-
1945,county-45060000,พนมไพร,-
1946,county-45070000,โพนทอง,-
1947,county-45080000,โพธิ์ชัย,-
1948,county-45090000,หนองพอก,-
1949,county-45100000,เสลภูมิ,-
1950,county-45110000,สุวรรณภูมิ,-
1951,county-45120000,เมืองสรวง,-
1952,county-45130000,โพนทราย,-
1953,county-45140000,อาจสามารถ,-
1954,county-45150000,เมยวดี,-
1955,county-45160000,ศรีสมเด็จ,-
1956,county-45170000,จังหาร,-
1957,county-45180000,เชียงขวัญ,-
1958,county-45190000,หนองฮี,-
1959,county-45200000,ทุ่งเขาหลวง,-
1960,county-46010000,เมืองกาฬสินธุ์,-
1961,county-46020000,นามน,-
1962,county-46030000,กมลาไสย,-
1963,county-46040000,ร่องคำ,-
1964,county-46050000,กุฉินารายณ์,-
1965,county-46060000,เขาวง,-
1966,county-46070000,ยางตลาด,-
1967,county-46080000,ห้วยเม็ก,-
1968,county-46090000,สหัสขันธ์,-
1969,county-46100000,คำม่วง,-
1970,county-46110000,ท่าคันโท,-
1971,county-46120000,หนองกุงศรี,-
1972,county-46130000,สมเด็จ,-
1973,county-46140000,ห้วยผึ้ง,-
1974,county-46150000,สามชัย,-
1975,county-46160000,นาคู,-
1976,county-46170000,ดอนจาน,-
1977,county-46180000,ฆ้องชัย,-
1978,county-47010000,เมืองสกลนคร,-
1979,county-47020000,กุสุมาลย์,-
1980,county-47030000,กุดบาก,-
1981,county-47040000,พรรณานิคม,-
1982,county-47050000,พังโคน,-
1983,county-47060000,วาริชภูมิ,-
1984,county-47070000,นิคมน้ำอูน,-
1985,county-47080000,วานรนิวาส,-
1986,county-47090000,คำตากล้า,-
1987,county-47100000,บ้านม่วง,-
1988,county-47110000,อากาศอำนวย,-
1989,county-47120000,สว่างแดนดิน,-
1990,county-47130000,ส่องดาว,-
1991,county-47140000,เต่างอย,-
1992,county-47150000,โคกศรีสุพรรณ,-
1993,county-47160000,เจริญศิลป์,-
1994,county-47170000,โพนนาแก้ว,-
1995,county-47180000,ภูพาน,-
1996,county-48010000,เมืองนครพนม,-
1997,county-48020000,ปลาปาก,-
1998,county-48030000,ท่าอุเทน,-
1999,county-48040000,บ้านแพง,-
2000,county-48050000,ธาตุพนม,-
2001,county-48060000,เรณูนคร,-
2002,county-48070000,นาแก,-
2003,county-48080000,ศรีสงคราม,-
2004,county-48090000,นาหว้า,-
2005,county-48100000,โพนสวรรค์,-
2006,county-48110000,นาทม,-
2007,county-48120000,วังยาง,-
2008,county-49010000,เมืองมุกดาหาร,-
2009,county-49020000,นิคมคำสร้อย,-
2010,county-49030000,ดอนตาล,-
2011,county-49040000,ดงหลวง,-
2012,county-49050000,คำชะอี,-
2013,county-49060000,หว้านใหญ่,-
2014,county-49070000,หนองสูง,-
2015,county-50010000,เมืองเชียงใหม่,-
2016,county-50020000,จอมทอง,-
2017,county-50030000,แม่แจ่ม,-
2018,county-50040000,เชียงดาว,-
2019,county-50050000,ดอยสะเก็ด,-
2020,county-50060000,แม่แตง,-
2021,county-50070000,แม่ริม,-
2022,county-50080000,สะเมิง,-
2023,county-50090000,ฝาง,-
2024,county-50100000,แม่อาย,-
2025,county-50110000,พร้าว,-
2026,county-50120000,สันป่าตอง,-
2027,county-50130000,สันกำแพง,-
2028,county-50140000,สันทราย,-
2029,county-50150000,หางดง,-
2030,county-50160000,ฮอด,-
2031,county-50170000,ดอยเต่า,-
2032,county-50180000,อมก๋อย,-
2033,county-50190000,สารภี,-
2034,county-50200000,เวียงแหง,-
2035,county-50210000,ไชยปราการ,-
2036,county-50220000,แม่วาง,-
2037,county-50230000,แม่ออน,-
2038,county-50240000,ดอยหล่อ,-
2039,county-50250000,กัลยาณิวัฒนา,-
2040,county-51010000,เมืองลำพูน,-
2041,county-51020000,แม่ทา,-
2042,county-51030000,บ้านโฮ่ง,-
2043,county-51040000,ลี้,-
2044,county-51050000,ทุ่งหัวช้าง,-
2045,county-51060000,ป่าซาง,-
2046,county-51070000,บ้านธิ,-
2047,county-51080000,เวียงหนองล่อง,-
2048,county-52010000,เมืองลำปาง,-
2049,county-52020000,แม่เมาะ,-
2050,county-52030000,เกาะคา,-
2051,county-52040000,เสริมงาม,-
2052,county-52050000,งาว,-
2053,county-52060000,แจ้ห่ม,-
2054,county-52070000,วังเหนือ,-
2055,county-52080000,เถิน,-
2056,county-52090000,แม่พริก,-
2057,county-52100000,แม่ทะ,-
2058,county-52110000,สบปราบ,-
2059,county-52120000,ห้างฉัตร,-
2060,county-52130000,เมืองปาน,-
2061,county-53010000,เมืองอุตรดิตถ์,-
2062,county-53020000,ตรอน,-
2063,county-53030000,ท่าปลา,-
2064,county-53040000,น้ำปาด,-
2065,county-53050000,ฟากท่า,-
2066,county-53060000,บ้านโคก,-
2067,county-53070000,พิชัย,-
2068,county-53080000,ลับแล,-
2069,county-53090000,ทองแสนขัน,-
2070,county-54010000,เมืองแพร่,-
2071,county-54020000,ร้องกวาง,-
2072,county-54030000,ลอง,-
2073,county-54040000,สูงเม่น,-
2074,county-54050000,เด่นชัย,-
2075,county-54060000,สอง,-
2076,county-54070000,วังชิ้น,-
2077,county-54080000,หนองม่วงไข่,-
2078,county-55010000,เมืองน่าน,-
2079,county-55020000,แม่จริม,-
2080,county-55030000,บ้านหลวง,-
2081,county-55040000,นาน้อย,-
2082,county-55050000,ปัว,-
2083,county-55060000,ท่าวังผา,-
2084,county-55070000,เวียงสา,-
2085,county-55080000,ทุ่งช้าง,-
2086,county-55090000,เชียงกลาง,-
2087,county-55100000,นาหมื่น,-
2088,county-55110000,สันติสุข,-
2089,county-55120000,บ่อเกลือ,-
2090,county-55130000,สองแคว,-
2091,county-55140000,ภูเพียง,-
2092,county-55150000,เฉลิมพระเกียรติ,-
2093,county-56010000,เมืองพะเยา,-
2094,county-56020000,จุน,-
2095,county-56030000,เชียงคำ,-
2096,county-56040000,เชียงม่วน,-
2097,county-56050000,ดอกคำใต้,-
2098,county-56060000,ปง,-
2099,county-56070000,แม่ใจ,-
2100,county-56080000,ภูซาง,-
2101,county-56090000,ภูกามยาว,-
2102,county-57010000,เมืองเชียงราย,-
2103,county-57020000,เวียงชัย,-
2104,county-57030000,เชียงของ,-
2105,county-57040000,เทิง,-
2106,county-57050000,พาน,-
2107,county-57060000,ป่าแดด,-
2108,county-57070000,แม่จัน,-
2109,county-57080000,เชียงแสน,-
2110,county-57090000,แม่สาย,-
2111,county-57100000,แม่สรวย,-
2112,county-57110000,เวียงป่าเป้า,-
2113,county-57120000,พญาเม็งราย,-
2114,county-57130000,เวียงแก่น,-
2115,county-57140000,ขุนตาล,-
2116,county-57150000,แม่ฟ้าหลวง,-
2117,county-57160000,แม่ลาว,-
2118,county-57170000,เวียงเชียงรุ้ง,-
2119,county-57180000,ดอยหลวง,-
2120,county-58010000,เมืองแม่ฮ่องสอน,-
2121,county-58020000,ขุนยวม,-
2122,county-58030000,ปาย,-
2123,county-58040000,แม่สะเรียง,-
2124,county-58050000,แม่ลาน้อย,-
2125,county-58060000,สบเมย,-
2126,county-58070000,ปางมะผ้า,-
2127,county-60010000,เมืองนครสวรรค์,-
2128,county-60020000,โกรกพระ,-
2129,county-60030000,ชุมแสง,-
2130,county-60040000,หนองบัว,-
2131,county-60050000,บรรพตพิสัย,-
2132,county-60060000,เก้าเลี้ยว,-
2133,county-60070000,ตาคลี,-
2134,county-60080000,ท่าตะโก,-
2135,county-60090000,ไพศาลี,-
2136,county-60100000,พยุหะคีรี,-
2137,county-60110000,ลาดยาว,-
2138,county-60120000,ตากฟ้า,-
2139,county-60130000,แม่วงก์,-
2140,county-60140000,แม่เปิน,-
2141,county-60150000,ชุมตาบง,-
2142,county-61010000,เมืองอุทัยธานี,-
2143,county-61020000,ทัพทัน,-
2144,county-61030000,สว่างอารมณ์,-
2145,county-61040000,หนองฉาง,-
2146,county-61050000,หนองขาหย่าง,-
2147,county-61060000,บ้านไร่,-
2148,county-61070000,ลานสัก,-
2149,county-61080000,ห้วยคต,-
2150,county-62010000,เมืองกำแพงเพชร,-
2151,county-62020000,ไทรงาม,-
2152,county-62030000,คลองลาน,-
2153,county-62040000,ขาณุวรลักษบุรี,-
2154,county-62050000,คลองขลุง,-
2155,county-62060000,พรานกระต่าย,-
2156,county-62070000,ลานกระบือ,-
2157,county-62080000,ทรายทองวัฒนา,-
2158,county-62090000,ปางศิลาทอง,-
2159,county-62100000,บึงสามัคคี,-
2160,county-62110000,โกสัมพีนคร,-
2161,county-63010000,เมืองตาก,-
2162,county-63020000,บ้านตาก,-
2163,county-63030000,สามเงา,-
2164,county-63040000,แม่ระมาด,-
2165,county-63050000,ท่าสองยาง,-
2166,county-63060000,แม่สอด,-
2167,county-63070000,พบพระ,-
2168,county-63080000,อุ้มผาง,-
2169,county-63090000,วังเจ้า,-
2170,county-64010000,เมืองสุโขทัย,-
2171,county-64020000,บ้านด่านลานหอย,-
2172,county-64030000,คีรีมาศ,-
2173,county-64040000,กงไกรลาศ,-
2174,county-64050000,ศรีสัชนาลัย,-
2175,county-64060000,ศรีสำโรง,-
2176,county-64070000,สวรรคโลก,-
2177,county-64080000,ศรีนคร,-
2178,county-64090000,ทุ่งเสลี่ยม,-
2179,county-65010000,เมืองพิษณุโลก,-
2180,county-65020000,นครไทย,-
2181,county-65030000,ชาติตระการ,-
2182,county-65040000,บางระกำ,-
2183,county-65050000,บางกระทุ่ม,-
2184,county-65060000,พรหมพิราม,-
2185,county-65070000,วัดโบสถ์,-
2186,county-65080000,วังทอง,-
