,geo_id,state_id
917,2413,1495
918,2414,1495
919,2415,1495
920,2416,1495
921,2417,1495
922,2418,1495
923,2419,1495
924,2420,1495
925,2421,1495
926,2422,1495
927,2423,1495
