geo_id,geo_code,name_en,name_th,abbreviation,type_id
2561,10360400,Don Mueang,ดอนเมือง,10360400,12
2562,10360500,Sanam Bin,สนามบิน,10360500,12
2563,10370100,Thung Phaya Thai,ทุ่งพญาไท,10370100,12
2564,10370200,Thanon Phaya Thai,ถนนพญาไท,10370200,12
2565,10370300,Thanon Phetchaburi,ถนนเพชรบุรี,10370300,12
2566,10370400,Makkasan,มักกะสัน,10370400,12
2567,10380100,Lat Phrao,ลาดพร้าว,10380100,12
2568,10380200,Chorakhe Bua,จรเข้บัว,10380200,12
2569,10390100,Khlong Toei Nuea,คลองเตยเหนือ,10390100,12
2570,10390200,Khlong Tan Nuea,คลองตันเหนือ,10390200,12
2571,10390300,Phra Khanong Nuea,พระโขนงเหนือ,10390300,12
2572,10400100,Bang Khae,บางแค,10400100,12
2573,10400200,Bang Khae Nuea,บางแคเหนือ,10400200,12
2574,10400300,Bang Phai,บางไผ่,10400300,12
2575,10400400,Lak Song,หลักสอง,10400400,12
2576,10410100,Thung Song Hong,ทุ่งสองห้อง,10410100,12
2577,10410200,Talat Bang Khen,ตลาดบางเขน,10410200,12
2578,10420100,Sai Mai,สายไหม,10420100,12
2579,10420200,O Ngoen,ออเงิน,10420200,12
2580,10420300,Khlong Thanon,คลองถนน,10420300,12
2581,10430100,Khan Na Yao,คันนายาว,10430100,12
2582,10430200,Ram Inthra,รามอินทรา,10430200,12
2583,10440100,Saphan Sung,สะพานสูง,10440100,12
2584,10440200,Rat Phatthana,ราษฎร์พัฒนา,10440200,12
2585,10440300,Thap Chang,ทับช้าง,10440300,12
2586,10450100,Wang Thonglang,วังทองหลาง,10450100,12
2587,10450200,Saphan Song,สะพานสอง,10450200,12
2588,10450300,Khlong Chao Khun Sing,คลองเจ้าคุณสิงห์,10450300,12
2589,10450400,Phlapphla,พลับพลา,10450400,12
2590,10460100,Sam Wa Tawan Tok,สามวาตะวันตก,10460100,12
2591,10460200,Sam Wa Tawan Ok,สามวาตะวันออก,10460200,12
2592,10460300,Bang Chan,บางชัน,10460300,12
2593,10460400,Sai Kong Din,ทรายกองดิน,10460400,12
2594,10460500,Sai Kong Din Tai,ทรายกองดินใต้,10460500,12
2595,10470200,Bang Na Nuea,บางนาเหนือ,10470200,12
2596,10470300,Bang Na Tai,บางนาใต้,10470300,12
2597,10480100,Thawi Watthana,ทวีวัฒนา,10480100,12
2598,10480200,Sala Thammasop,ศาลาธรรมสพน์,10480200,12
2599,10490100,Bang Mot,บางมด,10490100,12
2600,10490200,Thung Khru,ทุ่งครุ,10490200,12
2601,10500200,Bang Bon Nuea,บางบอนเหนือ,10500200,12
2602,10500300,Bang Bon Tai,บางบอนใต้,10500300,12
2603,10500400,Khlong Bang Phran,คลองบางพราน,10500400,12
2604,10500500,Khlong Bang Bon,คลองบางบอน,10500500,12
2605,11010100,Paknam,ปากน้ำ,11010100,12
2606,11010200,Samrong Nuea,สำโรงเหนือ,11010200,12
2607,11010300,Bang Mueang,บางเมือง,11010300,12
2608,11010400,Thai Ban,ท้ายบ้าน,11010400,12
2609,11010800,Bang Pu Mai,บางปูใหม่,11010800,12
2610,11011000,Phraekkasa,แพรกษา,11011000,12
2611,11011100,Bang Prong,บางโปรง,11011100,12
2612,11011200,Bang Pu,บางปู,11011200,12
2613,11011300,Bang Duan,บางด้วน,11011300,12
2614,11011400,Bang Mueang Mai,บางเมืองใหม่,11011400,12
2615,11011500,Thepharak,เทพารักษ์,11011500,12
2616,11011600,Thai Ban Mai,ท้ายบ้านใหม่,11011600,12
2617,11011700,Phraekkasa Mai,แพรกษาใหม่,11011700,12
2618,11020100,Bang Bo,บางบ่อ,11020100,12
2619,11020200,Ban Rakat,บ้านระกาศ,11020200,12
2620,11020300,Bang Phli Noi,บางพลีน้อย,11020300,12
2621,11020400,Bang Phriang,บางเพรียง,11020400,12
2622,11020500,Khlong Dan,คลองด่าน,11020500,12
2623,11020600,Khlong Suan,คลองสวน,11020600,12
2624,11020700,Preng,เปร็ง,11020700,12
2625,11020800,Khlong Niyom Yattra,คลองนิยมยาตรา,11020800,12
2626,11030100,Bang Phli Yai,บางพลีใหญ่,11030100,12
2627,11030200,Bang Kaeo,บางแก้ว,11030200,12
2628,11030300,Bang Pla,บางปลา,11030300,12
2629,11030400,Bang Chalong,บางโฉลง,11030400,12
2630,11030800,Racha Thewa,ราชาเทวะ,11030800,12
2631,11030900,Nong Prue,หนองปรือ,11030900,12
2632,11040100,Talat,ตลาด,11040100,12
2633,11040200,Bang Phueng,บางพึ่ง,11040200,12
2634,11040300,Bang Chak,บางจาก,11040300,12
2635,11040400,Bang Khru,บางครุ,11040400,12
2636,11040500,Bang Ya Phraek,บางหญ้าแพรก,11040500,12
2637,11040600,Bang Hua Suea,บางหัวเสือ,11040600,12
2638,11040700,Samrong Tai,สำโรงใต้,11040700,12
2639,11040800,Bang Yo,บางยอ,11040800,12
2640,11040900,Bang Kachao,บางกะเจ้า,11040900,12
2641,11041000,Bang Namphueng,บางน้ำผึ้ง,11041000,12
2642,11041100,Bang Krasop,บางกระสอบ,11041100,12
2643,11041200,Bang Ko Bua,บางกอบัว,11041200,12
2644,11041300,Song Khanong,ทรงคนอง,11041300,12
2645,11041400,Samrong,สำโรง,11041400,12
2646,11041500,Samrong Klang,สำโรงกลาง,11041500,12
2647,11050100,Na Kluea,นาเกลือ,11050100,12
2648,11050200,Ban Khlong Suan,บ้านคลองสวน,11050200,12
2649,11050300,Laem Fa Pha,แหลมฟ้าผ่า,11050300,12
2650,11050400,Pak Khlong Bang Pla Kot,ปากคลองบางปลากด,11050400,12
2651,11050500,Nai Khlong Bang Pla Kot,ในคลองบางปลากด,11050500,12
2652,11060100,Bang Sao Thong,บางเสาธง,11060100,12
2653,11060200,Sisa Chorakhe Noi,ศีรษะจรเข้น้อย,11060200,12
2654,11060300,Sisa Chorakhe Yai,ศีรษะจรเข้ใหญ่,11060300,12
2655,12010100,Suan Yai,สวนใหญ่,12010100,12
2656,12010200,Talat Khwan,ตลาดขวัญ,12010200,12
2657,12010300,Bang Khen,บางเขน,12010300,12
2658,12010400,Bang Kraso,บางกระสอ,12010400,12
2659,12010500,Tha Sai,ท่าทราย,12010500,12
2660,12010600,Bang Phai,บางไผ่,12010600,12
2661,12010700,Bang Si Mueang,บางศรีเมือง,12010700,12
2662,12010800,Bang Krang,บางกร่าง,12010800,12
2663,12010900,Sai Ma,ไทรม้า,12010900,12
2664,12011000,Bang Rak Noi,บางรักน้อย,12011000,12
2665,12020100,Wat Chalo,วัดชลอ,12020100,12
2666,12020200,Bang Kruai,บางกรวย,12020200,12
2667,12020300,Bang Si Thong,บางสีทอง,12020300,12
2668,12020400,Bang Khanun,บางขนุน,12020400,12
2669,12020500,Bang Khun Kong,บางขุนกอง,12020500,12
2670,12020600,Bang Khu Wiang,บางคูเวียง,12020600,12
2671,12020700,Maha Sawat,มหาสวัสดิ์,12020700,12
2672,12020800,Plai Bang,ปลายบาง,12020800,12
2673,12020900,Sala Klang,ศาลากลาง,12020900,12
2674,12030100,Bang Muang,บางม่วง,12030100,12
2675,12030200,Bang Mae Nang,บางแม่นาง,12030200,12
2676,12030300,Bang Len,บางเลน,12030300,12
2677,12030400,Sao Thong Hin,เสาธงหิน,12030400,12
2678,12030500,Bang Yai,บางใหญ่,12030500,12
2679,12030600,Ban Mai,บ้านใหม่,12030600,12
2680,12040100,Sano Loi,โสนลอย,12040100,12
2681,12040200,Bang Bua Thong,บางบัวทอง,12040200,12
2682,12040300,Bang Rak Yai,บางรักใหญ่,12040300,12
2683,12040400,Bang Khu Rat,บางคูรัด,12040400,12
2684,12040500,Lahan,ละหาร,12040500,12
2685,12040600,Lam Pho,ลำโพ,12040600,12
2686,12040700,Phimon Rat,พิมลราช,12040700,12
2687,12040800,Bang Rak Phatthana,บางรักพัฒนา,12040800,12
2688,12050100,Sai Noi,ไทรน้อย,12050100,12
2689,12050200,Rat Niyom,ราษฎร์นิยม,12050200,12
2690,12050300,Nong Phrao Ngai,หนองเพรางาย,12050300,12
2691,12050400,Sai Yai,ไทรใหญ่,12050400,12
2692,12050500,Khun Si,ขุนศรี,12050500,12
2693,12050600,Khlong Khwang,คลองขวาง,12050600,12
2694,12050700,Thawi Watthana,ทวีวัฒนา,12050700,12
2695,12060100,Pak Kret,ปากเกร็ด,12060100,12
2696,12060200,Bang Talat,บางตลาด,12060200,12
2697,12060300,Ban Mai,บ้านใหม่,12060300,12
2698,12060400,Bang Phut,บางพูด,12060400,12
2699,12060500,Bang Tanai,บางตะไนย์,12060500,12
2700,12060600,Khlong Phra Udom,คลองพระอุดม,12060600,12
2701,12060700,Tha It,ท่าอิฐ,12060700,12
2702,12060800,Ko Kret,เกาะเกร็ด,12060800,12
2703,12060900,Om Kret,อ้อมเกร็ด,12060900,12
2704,12061000,Khlong Khoi,คลองข่อย,12061000,12
2705,12061100,Bang Phlap,บางพลับ,12061100,12
2706,12061200,Khlong Kluea,คลองเกลือ,12061200,12
2707,13010100,Bang Prok,บางปรอก,13010100,12
2708,13010200,Ban Mai,บ้านใหม่,13010200,12
2709,13010300,Ban Klang,บ้านกลาง,13010300,12
2710,13010400,Ban Chang,บ้านฉาง,13010400,12
2711,13010500,Ban Krachaeng,บ้านกระแชง,13010500,12
2712,13010600,Bang Khayaeng,บางขะแยง,13010600,12
2713,13010700,Bang Khu Wat,บางคูวัด,13010700,12
2714,13010800,Bang Luang,บางหลวง,13010800,12
2715,13010900,Bang Duea,บางเดื่อ,13010900,12
2716,13011000,Bang Phut,บางพูด,13011000,12
2717,13011100,Bang Phun,บางพูน,13011100,12
2718,13011200,Bang Kadi,บางกะดี,13011200,12
2719,13011300,Suan Phrikthai,สวนพริกไทย,13011300,12
2720,13011400,Lak Hok,หลักหก,13011400,12
2721,13020100,Khlong Nueng,คลองหนึ่ง,13020100,12
2722,13020200,Khlong Song,คลองสอง,13020200,12
2723,13020300,Khlong Sam,คลองสาม,13020300,12
2724,13020400,Khlong Si,คลองสี่,13020400,12
2725,13020500,Khlong Ha,คลองห้า,13020500,12
2726,13020600,Khlong Hok,คลองหก,13020600,12
2727,13020700,Khlong Chet,คลองเจ็ด,13020700,12
2728,13030100,Prachathipat,ประชาธิปัตย์,13030100,12
2729,13030200,Bueng Yitho,บึงยี่โถ,13030200,12
2730,13030300,Rangsit,รังสิต,13030300,12
2731,13030400,Lam Phak Kut,ลำผักกูด,13030400,12
2732,13030500,Bueng Sanan,บึงสนั่น,13030500,12
2733,13030600,Bueng Nam Rak,บึงน้ำรักษ์,13030600,12
2734,13040100,Bueng Ba,บึงบา,13040100,12
2735,13040200,Bueng Bon,บึงบอน,13040200,12
2736,13040300,Bueng Ka Sam,บึงกาสาม,13040300,12
2737,13040400,Bueng Cham-o,บึงชำอ้อ,13040400,12
2738,13040500,Nong Sam Wang,หนองสามวัง,13040500,12
2739,13040600,Sala Khru,ศาลาครุ,13040600,12
2740,13040700,Noppharat,นพรัตน์,13040700,12
2741,13050100,Rahaeng,ระแหง,13050100,12
2742,13050200,Lat Lum Kaeo,ลาดหลุมแก้ว,13050200,12
2743,13050300,Khu Bang Luang,คูบางหลวง,13050300,12
2744,13050400,Khu Khwang,คูขวาง,13050400,12
2745,13050500,Khlong Phra Udom,คลองพระอุดม,13050500,12
2746,13050600,Bo Ngoen,บ่อเงิน,13050600,12
2747,13050700,Na Mai,หน้าไม้,13050700,12
2748,13060100,Khu Khot,คูคต,13060100,12
2749,13060200,Lat Sawai,ลาดสวาย,13060200,12
2750,13060300,Bueng Kham Phroi,บึงคำพร้อย,13060300,12
2751,13060400,Lam Luk Ka,ลำลูกกา,13060400,12
2752,13060500,Bueng Thonglang,บึงทองหลาง,13060500,12
2753,13060600,Lam Sai,ลำไทร,13060600,12
2754,13060700,Bueng Kho Hai,บึงคอไห,13060700,12
2755,13060800,Phuet Udom,พืชอุดม,13060800,12
2756,13070100,Bang Toei,บางเตย,13070100,12
2757,13070200,Khlong Khwai,คลองควาย,13070200,12
2758,13070300,Sam Khok,สามโคก,13070300,12
2759,13070400,Krachaeng,กระแชง,13070400,12
2760,13070500,Bang Pho Nuea,บางโพธิ์เหนือ,13070500,12
2761,13070600,Chiang Rak Yai,เชียงรากใหญ่,13070600,12
2762,13070700,Ban Pathum,บ้านปทุม,13070700,12
2763,13070800,Ban Ngio,บ้านงิ้ว,13070800,12
2764,13070900,Chiang Rak Noi,เชียงรากน้อย,13070900,12
2765,13071000,Bang Krabue,บางกระบือ,13071000,12
2766,13071100,Thai Ko,ท้ายเกาะ,13071100,12
2767,14010100,Pratu Chai,ประตูชัย,14010100,12
2768,14010200,Kamang,กะมัง,14010200,12
2769,14010300,Ho Rattanachai,หอรัตนไชย,14010300,12
2770,14010400,Hua Ro,หัวรอ,14010400,12
2771,14010500,Tha Wasukri,ท่าวาสุกรี,14010500,12
2772,14010600,Phai Ling,ไผ่ลิง,14010600,12
2773,14010700,Pak Kran,ปากกราน,14010700,12
2774,14010800,Phukhao Thong,ภูเขาทอง,14010800,12
2775,14010900,Samphao Lom,สำเภาล่ม,14010900,12
2776,14011000,Suan Phrik,สวนพริก,14011000,12
2777,14011100,Khlong Takhian,คลองตะเคียน,14011100,12
2778,14011200,Wat Tum,วัดตูม,14011200,12
2779,14011300,Hantra,หันตรา,14011300,12
2780,14011400,Lumphli,ลุมพลี,14011400,12
2781,14011500,Ban Mai,บ้านใหม่,14011500,12
2782,14011600,Ban Ko,บ้านเกาะ,14011600,12
2783,14011700,Khlong Suan Phlu,คลองสวนพลู,14011700,12
2784,14011800,Khlong Sa Bua,คลองสระบัว,14011800,12
2785,14011900,Ko Rian,เกาะเรียน,14011900,12
2786,14012000,Ban Pom,บ้านป้อม,14012000,12
2787,14012100,Ban Run,บ้านรุน,14012100,12
2788,14020100,Tha Ruea,ท่าเรือ,14020100,12
2789,14020200,Champa,จำปา,14020200,12
2790,14020300,Tha Luang,ท่าหลวง,14020300,12
2791,14020400,Ban Rom,บ้านร่อม,14020400,12
2792,14020500,Sala Loi,ศาลาลอย,14020500,12
2793,14020600,Wang Daeng,วังแดง,14020600,12
2794,14020700,Pho En,โพธิ์เอน,14020700,12
2795,14020800,Pak Tha,ปากท่า,14020800,12
2796,14020900,Nong Khanak,หนองขนาก,14020900,12
2797,14021000,Tha Chao Sanuk,ท่าเจ้าสนุก,14021000,12
2798,14030100,Nakhon Luang,นครหลวง,14030100,12
2799,14030200,Tha Chang,ท่าช้าง,14030200,12
2800,14030300,Bo Phong,บ่อโพง,14030300,12
2801,14030400,Ban Chung,บ้านชุ้ง,14030400,12
2802,14030500,Pak Chan,ปากจั่น,14030500,12
2803,14030600,Bang Rakam,บางระกำ,14030600,12
2804,14030700,Bang Phra Khru,บางพระครู,14030700,12
2805,14030800,Mae La,แม่ลา,14030800,12
2806,14030900,Nong Pling,หนองปลิง,14030900,12
2807,14031000,Khlong Sakae,คลองสะแก,14031000,12
2808,14031100,Sam Thai,สามไถ,14031100,12
2809,14031200,Phra Non,พระนอน,14031200,12
2810,14040100,Bang Sai,บางไทร,14040100,12
2811,14040200,Bang Phli,บางพลี,14040200,12
2812,14040300,Sanam Chai,สนามชัย,14040300,12
2813,14040400,Ban Paeng,บ้านแป้ง,14040400,12
2814,14040500,Na Mai,หน้าไม้,14040500,12
2815,14040600,Bang Yitho,บางยี่โท,14040600,12
2816,14040700,Khae Ok,แคออก,14040700,12
2817,14040800,Khae Tok,แคตก,14040800,12
2818,14040900,Chang Lek,ช่างเหล็ก,14040900,12
2819,14041000,Krachaeng,กระแชง,14041000,12
2820,14041100,Ban Klueng,บ้านกลึง,14041100,12
2821,14041200,Chang Noi,ช้างน้อย,14041200,12
2822,14041300,Homok,ห่อหมก,14041300,12
2823,14041400,Phai Phra,ไผ่พระ,14041400,12
2824,14041500,Kok Kaeo Burapha,กกแก้วบูรพา,14041500,12
2825,14041600,Mai Tra,ไม้ตรา,14041600,12
2826,14041700,Ban Ma,บ้านม้า,14041700,12
2827,14041800,Ban Ko,บ้านเกาะ,14041800,12
2828,14041900,Ratchakhram,ราชคราม,14041900,12
2829,14042000,Chang Yai,ช้างใหญ่,14042000,12
2830,14042100,Pho Taeng,โพแตง,14042100,12
2831,14042200,Chiang Rak Noi,เชียงรากน้อย,14042200,12
2832,14042300,Khok Chang,โคกช้าง,14042300,12
2833,14050100,Bang Ban,บางบาล,14050100,12
2834,14050200,Wat Yom,วัดยม,14050200,12
2835,14050300,Sai Noi,ไทรน้อย,14050300,12
2836,14050400,Saphan Thai,สะพานไทย,14050400,12
2837,14050500,Maha Phram,มหาพราหมณ์,14050500,12
2838,14050600,Kop Chao,กบเจา,14050600,12
2839,14050700,Ban Khlang,บ้านคลัง,14050700,12
2840,14050800,Phra Khao,พระขาว,14050800,12
2841,14050900,Namtao,น้ำเต้า,14050900,12
2842,14051000,Thang Chang,ทางช้าง,14051000,12
2843,14051100,Wat Taku,วัดตะกู,14051100,12
2844,14051200,Bang Luang,บางหลวง,14051200,12
2845,14051300,Bang Luang Dot,บางหลวงโดด,14051300,12
2846,14051400,Bang Hak,บางหัก,14051400,12
2847,14051500,Bang Chani,บางชะนี,14051500,12
2848,14051600,Ban Kum,บ้านกุ่ม,14051600,12
2849,14060100,Ban Len,บ้านเลน,14060100,12
2850,14060200,Chiang Rak Noi,เชียงรากน้อย,14060200,12
2851,14060300,Ban Pho,บ้านโพ,14060300,12
2852,14060400,Ban Krot,บ้านกรด,14060400,12
2853,14060500,Bang Krasan,บางกระสั้น,14060500,12
2854,14060600,Khlong Chik,คลองจิก,14060600,12
2855,14060700,Ban Wa,บ้านหว้า,14060700,12
2856,14060800,Wat Yom,วัดยม,14060800,12
2857,14060900,Bang Pradaeng,บางประแดง,14060900,12
2858,14061000,Sam Ruean,สามเรือน,14061000,12
2859,14061100,Ko Koet,เกาะเกิด,14061100,12
2860,14061200,Ban Phlap,บ้านพลับ,14061200,12
2861,14061300,Ban Paeng,บ้านแป้ง,14061300,12
2862,14061400,Khung Lan,คุ้งลาน,14061400,12
2863,14061500,Taling Chan,ตลิ่งชัน,14061500,12
2864,14061600,Ban Sang,บ้านสร้าง,14061600,12
2865,14061700,Talat Kriap,ตลาดเกรียบ,14061700,12
2866,14061800,Khanon Luang,ขนอนหลวง,14061800,12
2867,14070100,Bang Pahan,บางปะหัน,14070100,12
2868,14070200,Khayai,ขยาย,14070200,12
2869,14070300,Bang Duea,บางเดื่อ,14070300,12
2870,14070400,Sao Thong,เสาธง,14070400,12
2871,14070500,Thang Klang,ทางกลาง,14070500,12
2872,14070600,Bang Phloeng,บางเพลิง,14070600,12
2873,14070700,Han Sang,หันสัง,14070700,12
2874,14070800,Bang Nang Ra,บางนางร้า,14070800,12
2875,14070900,Ta Nim,ตานิม,14070900,12
2876,14071000,Thap Nam,ทับน้ำ,14071000,12
2877,14071100,Ban Ma,บ้านม้า,14071100,12
2878,14071200,Khwan Mueang,ขวัญเมือง,14071200,12
2879,14071300,Ban Li,บ้านลี่,14071300,12
2880,14071400,Pho Sam Ton,โพธิ์สามต้น,14071400,12
2881,14071500,Phut Lao,พุทเลา,14071500,12
2882,14071600,Tan En,ตาลเอน,14071600,12
2883,14071700,Ban Khlo,บ้านขล้อ,14071700,12
2884,14080100,Phak Hai,ผักไห่,14080100,12
