geo_id,county_id,city_id
2425,1496,2424
2426,1496,2424
2427,1496,2424
2428,1496,2424
2429,1496,2424
2430,1496,2424
2431,1496,2424
2432,1496,2424
2433,1496,2424
2434,1496,2424
2435,1496,2424
2436,1496,2424
2437,1497,2424
2438,1497,2424
2439,1497,2424
2440,1497,2424
2441,1497,2424
2442,1498,2424
2443,1498,2424
2444,1498,2424
2445,1498,2424
2446,1498,2424
2447,1498,2424
2448,1498,2424
2449,1498,2424
2450,1499,2424
2451,1499,2424
2452,1499,2424
2453,1499,2424
2454,1499,2424
2455,1500,2424
2456,1500,2424
2457,1501,2424
2458,1501,2424
2459,1502,2424
2460,1502,2424
2461,1502,2424
2462,1502,2424
2463,1503,2424
2464,1503,2424
2465,1503,2424
2466,1503,2424
2467,1503,2424
2468,1504,2424
2469,1504,2424
2470,1505,2424
2471,1505,2424
2472,1506,2424
2473,1506,2424
2474,1506,2424
2475,1506,2424
2476,1506,2424
2477,1506,2424
2478,1507,2424
2479,1507,2424
2480,1508,2424
2481,1508,2424
2482,1508,2424
2483,1509,2424
2484,1509,2424
2485,1510,2424
2486,1510,2424
2487,1510,2424
2488,1510,2424
2489,1510,2424
2490,1510,2424
2491,1510,2424
2492,1511,2424
2493,1511,2424
2494,1512,2424
2495,1512,2424
2496,1512,2424
2497,1513,2424
2498,1513,2424
2499,1513,2424
2500,1513,2424
2501,1514,2424
2502,1514,2424
2503,1514,2424
2504,1514,2424
2505,1514,2424
2506,1514,2424
2507,1515,2424
2508,1515,2424
2509,1515,2424
2510,1515,2424
2511,1515,2424
2512,1516,2424
2513,1516,2424
2514,1517,2424
2515,1517,2424
2516,1517,2424
2517,1517,2424
2518,1517,2424
2519,1517,2424
2520,1517,2424
2521,1518,2424
2522,1518,2424
2523,1519,2424
2524,1519,2424
2525,1520,2424
2526,1520,2424
2527,1520,2424
2528,1520,2424
2529,1521,2424
2530,1521,2424
2531,1522,2424
2532,1522,2424
2533,1522,2424
2534,1523,2424
2535,1523,2424
2536,1523,2424
2537,1524,2424
2538,1524,2424
2539,1525,2424
2540,1525,2424
2541,1525,2424
2542,1525,2424
2543,1525,2424
2544,1526,2424
2545,1526,2424
2546,1526,2424
2547,1527,2424
2548,1527,2424
2549,1527,2424
2550,1528,2424
2551,1528,2424
2552,1528,2424
2553,1529,2424
2554,1529,2424
2555,1529,2424
2556,1530,2424
2557,1530,2424
2558,1530,2424
2559,1530,2424
2560,1531,2424
2561,1531,2424
2562,1531,2424
2563,1532,2424
2564,1532,2424
2565,1532,2424
2566,1532,2424
2567,1533,2424
2568,1533,2424
2569,1534,2424
2570,1534,2424
2571,1534,2424
2572,1535,2424
2573,1535,2424
2574,1535,2424
2575,1535,2424
2576,1536,2424
2577,1536,2424
2578,1537,2424
2579,1537,2424
2580,1537,2424
2581,1538,2424
2582,1538,2424
2583,1539,2424
2584,1539,2424
2585,1539,2424
2586,1540,2424
2587,1540,2424
2588,1540,2424
2589,1540,2424
2590,1541,2424
2591,1541,2424
2592,1541,2424
2593,1541,2424
2594,1541,2424
2595,1542,2424
2596,1542,2424
2597,1543,2424
2598,1543,2424
2599,1544,2424
2600,1544,2424
2601,1545,2424
2602,1545,2424
2603,1545,2424
2604,1545,2424
2605,1546,2424
2606,1546,2424
2607,1546,2424
2608,1546,2424
2609,1546,2424
2610,1546,2424
2611,1546,2424
2612,1546,2424
2613,1546,2424
2614,1546,2424
2615,1546,2424
2616,1546,2424
2617,1546,2424
2618,1547,2424
2619,1547,2424
2620,1547,2424
2621,1547,2424
2622,1547,2424
2623,1547,2424
2624,1547,2424
2625,1547,2424
2626,1548,2424
2627,1548,2424
2628,1548,2424
2629,1548,2424
2630,1548,2424
2631,1548,2424
2632,1549,2424
2633,1549,2424
2634,1549,2424
2635,1549,2424
2636,1549,2424
2637,1549,2424
2638,1549,2424
2639,1549,2424
2640,1549,2424
2641,1549,2424
2642,1549,2424
2643,1549,2424
2644,1549,2424
2645,1549,2424
2646,1549,2424
2647,1550,2424
2648,1550,2424
2649,1550,2424
2650,1550,2424
2651,1550,2424
2652,1551,2424
2653,1551,2424
2654,1551,2424
2655,1552,2424
2656,1552,2424
2657,1552,2424
2658,1552,2424
2659,1552,2424
2660,1552,2424
2661,1552,2424
2662,1552,2424
2663,1552,2424
2664,1552,2424
2665,1553,2424
2666,1553,2424
2667,1553,2424
2668,1553,2424
2669,1553,2424
2670,1553,2424
2671,1553,2424
2672,1553,2424
2673,1553,2424
2674,1554,2424
2675,1554,2424
2676,1554,2424
2677,1554,2424
2678,1554,2424
2679,1554,2424
2680,1555,2424
2681,1555,2424
2682,1555,2424
2683,1555,2424
2684,1555,2424
2685,1555,2424
2686,1555,2424
2687,1555,2424
2688,1556,2424
2689,1556,2424
2690,1556,2424
2691,1556,2424
2692,1556,2424
2693,1556,2424
2694,1556,2424
2695,1557,2424
2696,1557,2424
2697,1557,2424
2698,1557,2424
2699,1557,2424
2700,1557,2424
2701,1557,2424
2702,1557,2424
2703,1557,2424
2704,1557,2424
2705,1557,2424
2706,1557,2424
2707,1558,2424
2708,1558,2424
2709,1558,2424
2710,1558,2424
2711,1558,2424
2712,1558,2424
2713,1558,2424
2714,1558,2424
2715,1558,2424
2716,1558,2424
2717,1558,2424
2718,1558,2424
2719,1558,2424
2720,1558,2424
2721,1559,2424
2722,1559,2424
2723,1559,2424
2724,1559,2424
2725,1559,2424
2726,1559,2424
2727,1559,2424
2728,1560,2424
2729,1560,2424
2730,1560,2424
2731,1560,2424
2732,1560,2424
2733,1560,2424
2734,1561,2424
2735,1561,2424
2736,1561,2424
2737,1561,2424
2738,1561,2424
2739,1561,2424
2740,1561,2424
2741,1562,2424
2742,1562,2424
2743,1562,2424
2744,1562,2424
2745,1562,2424
2746,1562,2424
2747,1562,2424
2748,1563,2424
2749,1563,2424
2750,1563,2424
2751,1563,2424
2752,1563,2424
2753,1563,2424
2754,1563,2424
2755,1563,2424
2756,1564,2424
2757,1564,2424
2758,1564,2424
2759,1564,2424
2760,1564,2424
2761,1564,2424
2762,1564,2424
2763,1564,2424
2764,1564,2424
2765,1564,2424
2766,1564,2424
2767,1565,2424
2768,1565,2424
2769,1565,2424
2770,1565,2424
2771,1565,2424
2772,1565,2424
2773,1565,2424
2774,1565,2424
2775,1565,2424
2776,1565,2424
2777,1565,2424
2778,1565,2424
2779,1565,2424
2780,1565,2424
2781,1565,2424
2782,1565,2424
2783,1565,2424
2784,1565,2424
2785,1565,2424
2786,1565,2424
2787,1565,2424
2788,1566,2424
2789,1566,2424
2790,1566,2424
2791,1566,2424
2792,1566,2424
2793,1566,2424
2794,1566,2424
2795,1566,2424
2796,1566,2424
2797,1566,2424
2798,1567,2424
2799,1567,2424
2800,1567,2424
2801,1567,2424
2802,1567,2424
2803,1567,2424
2804,1567,2424
2805,1567,2424
2806,1567,2424
2807,1567,2424
2808,1567,2424
2809,1567,2424
2810,1568,2424
2811,1568,2424
2812,1568,2424
2813,1568,2424
2814,1568,2424
2815,1568,2424
2816,1568,2424
2817,1568,2424
2818,1568,2424
2819,1568,2424
2820,1568,2424
2821,1568,2424
2822,1568,2424
2823,1568,2424
2824,1568,2424
2825,1568,2424
2826,1568,2424
2827,1568,2424
2828,1568,2424
2829,1568,2424
2830,1568,2424
2831,1568,2424
2832,1568,2424
2833,1569,2424
2834,1569,2424
2835,1569,2424
2836,1569,2424
2837,1569,2424
2838,1569,2424
2839,1569,2424
2840,1569,2424
2841,1569,2424
2842,1569,2424
2843,1569,2424
2844,1569,2424
2845,1569,2424
2846,1569,2424
2847,1569,2424
2848,1569,2424
2849,1570,2424
2850,1570,2424
2851,1570,2424
2852,1570,2424
2853,1570,2424
2854,1570,2424
2855,1570,2424
2856,1570,2424
2857,1570,2424
