,code,nameTh,nameEn,cc,aa,tt
1752,25020100,กบินทร์,Kabin,25,02,01
1753,25020200,เมืองเก่า,Mueang Kao,25,02,02
1754,25020300,วังดาล,Wang Dan,25,02,03
1755,25020400,นนทรี,Nonsi,25,02,04
1756,25020500,ย่านรี,Yan Ri,25,02,05
1757,25020600,วังตะเคียน,Wang Takhian,25,02,06
1758,25020700,หาดนางแก้ว,Hat Nang Kaeo,25,02,07
1759,25020800,ลาดตะเคียน,Lat Takhian,25,02,08
1760,25020900,บ้านนา,Ban Na,25,02,09
1761,25021000,บ่อทอง,Bo Thong,25,02,10
1762,25021100,หนองกี่,Nong Ki,25,02,11
1763,25021200,นาแขม,Na Khaem,25,02,12
1764,25021300,เขาไม้แก้ว,Khao Mai Kaeo,25,02,13
1765,25021400,วังท่าช้าง,Wang Tha Chang,25,02,14
1770,25030000,นาดี,Na Di,25,03,00
1771,25030100,นาดี,Na Di,25,03,01
1772,25030200,สำพันตา,Samphanta,25,03,02
1773,25030300,สะพานหิน,Saphan Hin,25,03,03
1774,25030400,ทุ่งโพธิ์,Thung Pho,25,03,04
1775,25030500,แก่งดินสอ,Kaeng Din So,25,03,05
1776,25030600,บุพราหมณ์,Bu Phram,25,03,06
1800,25060000,บ้านสร้าง,Ban Sang,25,06,00
1801,25060100,บ้านสร้าง,Ban Sang,25,06,01
1802,25060200,บางกระเบา,Bang Krabao,25,06,02
1803,25060300,บางเตย,Bang Toei,25,06,03
1804,25060400,บางยาง,Bang Yang,25,06,04
1805,25060500,บางแตน,Bang Taen,25,06,05
1806,25060600,บางพลวง,Bang Phluang,25,06,06
1807,25060700,บางปลาร้า,Bang Plara,25,06,07
1808,25060800,บางขาม,Bang Kham,25,06,08
1809,25060900,กระทุ่มแพ้ว,Krathum Phaeo,25,06,09
1810,25070000,ประจันตคาม,Prachantakham,25,07,00
1811,25070100,ประจันตคาม,Prachantakham,25,07,01
1812,25070200,เกาะลอย,Ko Loi,25,07,02
1813,25070300,บ้านหอย,Ban Hoi,25,07,03
1814,25070400,หนองแสง,Nong Saeng,25,07,04
1815,25070500,ดงบัง,Dong Bang,25,07,05
1816,25070600,คำโตนด,Kham Tanot,25,07,06
