geo_id,geo_code,name,abbreviation,type_id
1777,county-33130000,โนนคูณ,-,5
1778,county-33140000,ศรีรัตนะ,-,5
1779,county-33150000,น้ำเกลี้ยง,-,5
1780,county-33160000,วังหิน,-,5
1781,county-33170000,ภูสิงห์,-,5
1782,county-33180000,เมืองจันทร์,-,5
1783,county-33190000,เบญจลักษ์,-,5
1784,county-33200000,พยุห์,-,5
1785,county-33210000,โพธิ์ศรีสุวรรณ,-,5
1786,county-33220000,ศิลาลาด,-,5
1787,county-34010000,เมืองอุบลราชธานี,-,5
1788,county-34020000,ศรีเมืองใหม่,-,5
1789,county-34030000,โขงเจียม,-,5
1790,county-34040000,เขื่องใน,-,5
1791,county-34050000,เขมราฐ,-,5
1792,county-34070000,เดชอุดม,-,5
1793,county-34080000,นาจะหลวย,-,5
1794,county-34090000,น้ำยืน,-,5
1795,county-34100000,บุณฑริก,-,5
1796,county-34110000,ตระการพืชผล,-,5
1797,county-34120000,กุดข้าวปุ้น,-,5
1798,county-34140000,ม่วงสามสิบ,-,5
1799,county-34150000,วารินชำราบ,-,5
1800,county-34190000,พิบูลมังสาหาร,-,5
1801,county-34200000,ตาลสุม,-,5
1802,county-34210000,โพธิ์ไทร,-,5
1803,county-34220000,สำโรง,-,5
1804,county-34240000,ดอนมดแดง,-,5
1805,county-34250000,สิรินธร,-,5
1806,county-34260000,ทุ่งศรีอุดม,-,5
1807,county-34290000,นาเยีย,-,5
1808,county-34300000,นาตาล,-,5
1809,county-34310000,เหล่าเสือโก้ก,-,5
1810,county-34320000,สว่างวีระวงศ์,-,5
1811,county-34330000,น้ำขุ่น,-,5
1812,county-35010000,เมืองยโสธร,-,5
1813,county-35020000,ทรายมูล,-,5
1814,county-35030000,กุดชุม,-,5
1815,county-35040000,คำเขื่อนแก้ว,-,5
1816,county-35050000,ป่าติ้ว,-,5
1817,county-35060000,มหาชนะชัย,-,5
1818,county-35070000,ค้อวัง,-,5
1819,county-35080000,เลิงนกทา,-,5
1820,county-35090000,ไทยเจริญ,-,5
1821,county-36010000,เมืองชัยภูมิ,-,5
1822,county-36020000,บ้านเขว้า,-,5
1823,county-36030000,คอนสวรรค์,-,5
1824,county-36040000,เกษตรสมบูรณ์,-,5
1825,county-36050000,หนองบัวแดง,-,5
1826,county-36060000,จัตุรัส,-,5
1827,county-36070000,บำเหน็จณรงค์,-,5
1828,county-36080000,หนองบัวระเหว,-,5
1829,county-36090000,เทพสถิต,-,5
1830,county-36100000,ภูเขียว,-,5
1831,county-36110000,บ้านแท่น,-,5
1832,county-36120000,แก้งคร้อ,-,5
1833,county-36130000,คอนสาร,-,5
1834,county-36140000,ภักดีชุมพล,-,5
1835,county-36150000,เนินสง่า,-,5
1836,county-36160000,ซับใหญ่,-,5
1837,county-37010000,เมืองอำนาจเจริญ,-,5
1838,county-37020000,ชานุมาน,-,5
1839,county-37030000,ปทุมราชวงศา,-,5
1840,county-37040000,พนา,-,5
