ทำเนียบท้องที่,Unnamed: 1,Unnamed: 2,Unnamed: 3
รหัสจังหวัด 2 หลัก // อำเภอ 2 หลัก // ตำบล 2 หลัก,,,
ข้อมูล ณ วันที่ 1 กันยายน 2566,,,
,,,
รหัสจังหวัด 2 หลัก//อำเภอ 4 หลัก//ตำบล 6 หลัก,จังหวัด/อำเภอ/ตำบล ภาษาไทย,จังหวัด/อำเภอ/ตำบล ภาษาอังกฤษ,ปีเดือนวันที่จำหน่าย
33030900,เมืองน้อย,Mueang Noi,0
33031000,อีปาด,I Pat,0
33031100,บัวน้อย,Bua Noi,0
33031200,หนองบัว,Nong Bua,0
33031300,ดู่,Du,0
33031400,ผักแพว,Phak Phaeo,0
33031500,จาน,Chan,0
33031600,ตองบิด*,Tong Bit,25490101
33031700,ละเอาะ*,La-o,25490101
33031800,น้ำเกลี้ยง*,Nam Kliang,25490101
33031900,เขิน*,Khoen,25490101
33032000,คำเนียม,Kham Niam,0
33039400,ตองปิด*,Tong Pit,25490101
33039500,ละเอาะ*,La-o,25490101
33039600,หนองกุง*,Nong Kung,25490101
33039700,โพธิ์*,Pho,25490101
33039800,บก*,Bok,25490101
33039900,โนนค้อ*,Non Kho,25490101
33040000,กันทรลักษ์,Kantharalak,0
33040100,บึงมะลู,Bueng Malu,0
33040200,กุดเสลา,Kut Salao,0
33040300,เมือง,Mueang,0
33040400,หนองหว้า*,Nong Wa,25490101
33040500,สังเม็ก,Sang Mek,0
33040600,น้ำอ้อม,Nam Om,0
33040700,ละลาย,Lalai,0
33040800,รุง,Rung,0
33040900,ตระกาจ,Trakat,0
33041000,เสียว*,Siao,25490101
33041100,จานใหญ่,Chan Yai,0
33041200,ภูเงิน,Phu Ngoen,0
33041300,ชำ,Cham,0
33041400,กระแชง,Krachaeng,0
33041500,โนนสำราญ,Non Samran,0
33041600,หนองหญ้าลาด,Nong Ya Lat,0
33041700,หนองงูเหลือม*,Nong Ngu Lueam,25490101
33041800,ท่าคล้อ*,Tha Khlo,25490101
33041900,เสาธงชัย,Sao Thong Chai,0
33042000,ขนุน,Khanun,0
33042100,สวนกล้วย,Suan Kluai,0
33042200,หนองฮาง*,Nong Hang,25490101
33042300,เวียงเหนือ,Wiang Nuea,0
33042400,ทุ่งใหญ่,Thung Yai,0
33042500,ภูผาหมอก,Phu Pha Mok,0
33049600,สระเยาว์*,Sa Yao,25490101
33049700,พิงพวย*,Phing Phuai,25490101
33049800,ศรีแก้ว*,Si Kaeo,25490101
33049900,ตูม*,Tum,25490101
33050000,ขุขันธ์,KhuKhan,0
33050100,กันทรารมย์,Kanthararom,0
33050200,จะกง,Chakong,0
33050300,ใจดี,Chai Di,0
33050400,ดองกำเม็ด,Dong Kammet,0
33050500,โสน,Sano,0
33050600,ปรือใหญ่,Prue Yai,0
33050700,สะเดาใหญ่,Sadao Yai,0
33050800,ตาอุด,Ta Ut,0
33050900,ห้วยเหนือ,Huai Nuea,0
33051000,ห้วยใต้,Huai Tai,0
33051100,หัวเสือ,Hua Suea,0
33051200,ละลม*,Lalom,25490101
33051300,ตะเคียน,Takhian,0
33051400,โคกตาล*,Khok Tan,25490101
33051500,นิคมพัฒนา,Nikhom Phatthana,0
33051600,ห้วยตามอญ*,Huai Ta Mon,25490101
33051700,โคกเพชร,Khok Phet,0
33051800,ปราสาท,Prasat,0
33051900,ตะเคียนราม*,Takhian Ram,25490101
33052000,ห้วยติ๊กชู*,Huai Tik Chu,25490101
33052100,สำโรงตาเจ็น,Samrong Ta Chen,0
33052200,ห้วยสำราญ,Huai Samran,0
33052300,ดงรัก*,Dong Rak,25490101
33052400,กฤษณา,Kritsana,0
33052500,ลมศักดิ์,Lom Sak,0
33052600,หนองฉลอง,Nong Chalong,0
33052700,ศรีตระกูล,Si Trakun,0
33052800,ศรีสะอาด,Si Sa-at,0
33059900,ละลม*,Lalom,25490101
33060000,ไพรบึง,Phrai Bueng,0
33060100,ไพรบึง,Phrai Bueng,0
33060200,ดินแดง,Din Daeng,0
33060300,ปราสาทเยอ,Prasat Yoe,0
33060400,สำโรงพลัน,Samrong Phlan,0
33060500,สุขสวัสดิ์,Suk Sawat,0
33060600,โนนปูน,Non Pun,0
33070000,ปรางค์กู่,Prang Ku,0
33070100,พิมาย,Phimai,0
33070200,กู่,Ku,0
33070300,หนองเชียงทูน,Nong Chiang Thun,0
33070400,ตูม,Tum,0
33070500,สมอ,Samo,0
33070600,โพธิ์ศรี,Pho Si,0
33070700,สำโรงปราสาท,Samrong Prasat,0
33070800,ดู่,Du,0
33070900,สวาย,Sawai,0
33071000,พิมายเหนือ,Phimai Nuea,0
33080000,ขุนหาญ,Khun Han,0
33080100,สิ,Si,0
33080200,บักดอง,Bak Dong,0
33080300,พราน,Phran,0
33080400,โพธิ์วงศ์,Pho Wong,0
33080500,ไพร,Phrai,0
33080600,กระหวัน,Krawan,0
33080700,ขุนหาญ,Khun Han,0
33080800,โนนสูง,Non Sung,0
33080900,กันทรอม,Kanthrom,0
33081000,ภูฝ้าย,Phu Fai,0
33081100,โพธิ์กระสังข์,Pho Krasang,0
33081200,ห้วยจันทร์,Huai Chan,0
33090000,ราษีไศล,Rasi Salai,0
33090100,เมืองคง,Mueang Khong,0
33090200,เมืองแคน,Mueang Khaen,0
33090300,หนองแค,Nong Khae,0
33090400,กุง*,Kung,25490101
33090500,คลีกลิ้ง*,Khli Kling,25490101
33090600,จิกสังข์ทอง,Chik Sang Thong,0
33090700,ด่าน,Dan,0
33090800,ดู่,Du,0
33090900,หนองอึ่ง,Nong Ueng,0
33091000,บัวหุ่ง,Bua Hung,0
33091100,ไผ่,Phai,0
33091200,ส้มป่อย,Sompoi,0
33091300,หนองหมี,Nong Mi,0
33091400,หว้านคำ,Wan Kham,0
33091500,สร้างปี่,Sang Pi,0
33091600,โจดม่วง*,Chot Muang,25490101
33091700,หนองบัวดง*,Nong Bua Dong,25490101
33100000,อุทุมพรพิสัย,Uthumphon Phisai,0
33100100,กำแพง,Kamphaeng,0
33100200,อี่หล่ำ,Ilam,0
33100300,ก้านเหลือง,Kan Lueang,0
33100400,ทุ่งไชย,Thung Chai,0
33100500,สำโรง,Samrong,0
33100600,แขม,Khaem,0
33100700,หนองไฮ,Nong Hai,0
33100800,ขะยูง,Khayung,0
33100900,ตาโกน*,Ta Kon,25490101
33101000,ตาเกษ,Ta Ket,0
33101100,หัวช้าง,Hua Chang,0
33101200,รังแร้ง,Rang Raeng,0
33101300,เมืองจันทร์*,Mueang Chan,25490101
33101400,แต้,Tae,0
33101500,แข้,Khae,0
33101600,โพธิ์ชัย,Pho Chai,0
33101700,ปะอาว,Pa Ao,0
33101800,หนองห้าง,Nong Hang,0
33101900,โดด*,Dot,25490101
33102000,เสียว*,Siao,25490101
33102100,หนองม้า*,Nong Ma,25490101
33102200,สระกำแพงใหญ่,Sa Kamphaeng Yai,0
33102300,หนองใหญ่*,Nong Yai,25490101
33102400,โคกหล่าม,Khok Lam,0
33102500,โคกจาน,Khok Chan,0
33102600,ผือใหญ่*,Phue Yai,25490101
33102700,อีเซ*,I Se,25490101
33109600,ผักไหม*,Phak Mai,25490101
33109700,กล้วยกว้าง*,Kluai Kwang,25490101
33109800,ห้วยทับทัน*,Huai Thap Than,25490101
33109900,เป๊าะ*,Po,25490101
33110000,บึงบูรพ์,Bueng Bun,0
33110100,เป๊าะ,Po,0
33110200,บึงบูรพ์,Bueng Bun,0
33120000,ห้วยทับทัน,Huai Thap Than,0
33120100,ห้วยทับทัน,Huai Thap Than,0
33120200,เมืองหลวง,Mueang Luang,0
33120300,กล้วยกว้าง,Kluai Kwang,0
33120400,ผักไหม,Phak Mai,0
33120500,จานแสนไชย,Chan Saen Chai,0
33120600,ปราสาท,Prasat,0
33130000,โนนคูณ,Non Khun,0
33130100,โนนค้อ,Non Kho,0
33130200,บก,Bok,0
33130300,โพธิ์,Pho,0
33130400,หนองกุง,Nong Kung,0
33130500,เหล่ากวาง,Lao Kwang,0
33140000,ศรีรัตนะ,Si Rattana,0
33140100,ศรีแก้ว,Si Kaeo,0
33140200,พิงพวย,Phing Phuai,0
33140300,สระเยาว์,Sa Yao,0
33140400,ตูม,Tum,0
33140500,เสื่องข้าว,Sueang Khao,0
33140600,ศรีโนนงาม,Si Non Ngam,0
33140700,สะพุง,Saphung,0
33150000,น้ำเกลี้ยง,Nam Kliang,0
33150100,น้ำเกลี้ยง,Nam Kliang,0
33150200,ละเอาะ,La-o,0
33150300,ตองปิด,Tong Pit,0
33150400,เขิน,Khoen,0
33150500,รุ่งระวี,Rung Rawi,0
33150600,คูบ,Khup,0
33160000,วังหิน,Wang Hin,0
33160100,บุสูง,Bu Sung,0
33160200,ธาตุ,That,0
33160300,ดวนใหญ่,Duan Yai,0
33160400,บ่อแก้ว,Bo Kaeo,0
33160500,ศรีสำราญ,Si Samran,0
33160600,ทุ่งสว่าง,Thung Sawang,0
33160700,วังหิน,Wang Hin,0
33160800,โพนยาง,Phon Yang,0
33170000,ภูสิงห์,Phu Sing,0
33170100,โคกตาล,Khok Tan,0
33170200,ห้วยตามอญ,Huai Ta Mon,0
33170300,ห้วยตึ๊กชู,Huai Tuekchu,0
33170400,ละลม,Lalom,0
33170500,ตะเคียนราม,Takhian Ram,0
33170600,ดงรัก,Dong Rak,0
33170700,ไพรพัฒนา,Phrai Phatthana,0
33180000,เมืองจันทร์,Mueang Chan,0
33180100,เมืองจันทร์,Mueang Chan,0
33180200,ตาโกน,Ta Kon,0
33180300,หนองใหญ่,Nong Yai,0
33190000,เบญจลักษ์,Benchalak,0
33190100,เสียว,Siao,0
33190200,หนองหว้า,Nong Wa,0
33190300,หนองงูเหลือม,Nong Ngu Lueam,0
33190400,หนองฮาง,Nong Hang,0
33190500,ท่าคล้อ,Tha Khlo,0
33200000,พยุห์,Phayu,0
33200100,พยุห์,Phayu,0
33200200,พรหมสวัสดิ์,Phrom Sawat,0
33200300,ตำแย,Tamyae,0
33200400,โนนเพ็ก,Non Phek,0
33200500,หนองค้า,Nong Kha,0
33210000,โพธิ์ศรีสุวรรณ,Pho Si Suwan,0
33210100,โดด,Dot,0
33210200,เสียว,Siao,0
33210300,หนองม้า,Nong Ma,0
33210400,ผือใหญ่,Phue Yai,0
33210500,อีเซ,I Se,0
33220000,ศิลาลาด,Sila Lat,0
33220100,กุง,Kung,0
33220200,คลีกลิ้ง,Khli Kling,0
33220300,หนองบัวดง,Nong Bua Dong,0
33220400,โจดม่วง,Chot Muang,0
34000000,อุบลราชธานี,Ubon Ratchathani,0
34010000,เมืองอุบลราชธานี,Mueang Ubon Ratchathani,0
34010100,ในเมือง,Nai Mueang,0
34010200,โพนเมือง*,Phon Mueang,25490101
34010300,ท่าเมือง*,Tha Mueang,25490101
34010400,หัวเรือ,Hua Ruea,0
34010500,หนองขอน,Nong Khon,0
34010600,ดอนมดแดง*,Don Mot Daeng,25490101
34010700,ปทุม,Phathum,0
34010800,ขามใหญ่,Kham Yai,0
34010900,แจระแม,Chaeramae,0
34011000,คำไฮใหญ่*,Kham Hai Yai,25490101
34011100,หนองบ่อ,Nong Bo,0
34011200,ไร่น้อย,Rai Noi,0
34011300,กระโสบ,Krasop,0
34011400,เหล่าแดง*,Lao Daeng,25490101
34011500,เหล่าเสือโก้ก*,Lao Suea Kok,25490101
34011600,กุดลาด,Kut Lat,0
34011700,หนองบก*,Nong Bok,25490101
34011800,แพงใหญ่*,Phaeng Yai,25490101
34011900,ขี้เหล็ก,Khilek,0
34012000,ปะอาว,Pa-ao,0
34020000,ศรีเมืองใหม่,Si Mueang Mai,0
34020100,นาคำ,Na Kham,0
34020200,แก้งกอก,Kaeng Kok,0
34020300,เอือดใหญ่,Ueat Yai,0
34020400,วาริน,Warin,0
34020500,ลาดควาย,Lat Khwai,0
34020600,สงยาง,Song Yang,0
34020700,ตะบ่าย,Tabai,0
34020800,คำไหล,Kham Lai,0
34020900,หนามแท่ง,Namthaeng,0
34021000,นาเลิน,Na Loen,0
34021100,ดอนใหญ่,Don Yai,0
34030000,โขงเจียม,Khong Chiam,0
34030100,โขงเจียม,Khong Chiam,0
34030200,ห้วยยาง,Huai Yang,0
34030300,นาโพธิ์กลาง,Na Pho Klang,0
34030400,หนองแสงใหญ่,Nong Saeng Yai,0
34030500,ห้วยไผ่,Huai Phai,0
34030600,คำเขื่อนแก้ว*,Kham Khuean Kaeo,25550330
34040000,เขื่องใน,Khueang Nai,0
34040100,เขื่องใน,Khueang Nai,0
34040200,สร้างถ่อ,Sang Tho,0
34040300,ค้อทอง,Kho Thong,0
34040400,ก่อเอ้,Ko E,0
34040500,หัวดอน,Hua Don,0
34040600,ชีทวน,Chi Thuan,0
34040700,ท่าไห,Tha Hai,0
34040800,นาคำใหญ่,Na Kham Yai,0
34040900,แดงหม้อ,Daeng Mo,0
34041000,ธาตุน้อย,That Noi,0
34041100,บ้านไทย,Ban Thai,0
34041200,บ้านกอก,Ban Kok,0
34041300,กลางใหญ่,Klang Yai,0
34041400,โนนรัง,Non Rang,0
34041500,ยางขี้นก,Yang Khi Nok,0
34041600,ศรีสุข,Si Suk,0
34041700,สหธาตุ,Sahathat,0
34041800,หนองเหล่า,Nong Lao,0
34050000,เขมราฐ,Khemarat,0
34050100,เขมราฐ,Khemarat,0
34050200,กองโพน*,Kong Phon,25490101
34050300,ขามป้อม,Khampom,0
34050400,เจียด,Chiat,0
34050500,พังเคน*,Phang Khen,25490101
34050600,นาตาล*,Na Tan,25490101
34050700,หนองผือ,Nong Phue,0
34050800,นาแวง,Na Waeng,0
34050900,พะลาน*,Phalan,25490101
34051000,แก้งเหนือ,Kaeng Nuea,0
34051100,หนองนกทา,Nong Nok Tha,0
34051200,หนองสิม,Nong Sim,0
34051300,หัวนา,Hua Na,0
34060000,ชานุมาน*,Chanuman,25490101
34060100,ชานุมาน*,Chanuman,25490101
34060200,โคกสาร*,Khok San,25490101
34060300,คำเขื่อนแก้ว*,Kham Khuean Kaeo,25490101
34060400,หนองข่า*,Nong Kha,25490101
34060500,คำโพน*,Kham Phon,25490101
34060600,โคกก่ง*,Khok Kong,25490101
34060700,ป่าก่อ*,Pa Ko,25490101
34070000,เดชอุดม,Det Udom,0
34070100,เมืองเดช,Mueang Det,0
34070200,นาส่วง,Na Suang,0
34070300,นาเยีย*,Na Yia,25490101
34070400,นาเจริญ,Na Charoen,0
34070500,นาเรือง*,Na Rueang,25490101
34070600,ทุ่งเทิง,Thung Thoeng,0
34070700,หนองอ้ม*,Nong Om,25490101
34070800,สมสะอาด,Som Sa-at,0
34070900,กุดประทาย,Kut Prathai,0
34071000,ตบหู,Top Hu,0
34071100,กลาง,Klang,0
34071200,แก้ง,Kaeng,0
34071300,ท่าโพธิ์ศรี,Tha Pho Si,0
34071400,นาเกษม*,Na Kasem,25490101
34071500,บัวงาม,Bua Ngam,0
34071600,คำครั่ง,Kham Khrang,0
34071700,นากระแซง,Na Krasaeng,0
34071800,กุดเรือ*,Kut Ruea,25490101
34071900,นาดี*,Na Di,25490101
34072000,โพนงาม,Phon Ngam,0
34072100,ป่าโมง,Pa Mong,0
34072200,โคกชำแระ*,Khok Chamrae,25490101
34072300,โนนสมบูรณ์,Non Sombun,0
34080000,นาจะหลวย,Na Chaluai,0
34080100,นาจะหลวย,Na Chaluai,0
34080200,โนนสมบูรณ์,Non Sombun,0
34080300,พรสวรรค์,Phon Sawan,0
34080400,บ้านตูม,Ban Tum,0
34080500,โสกแสง,Sok Saeng,0
34080600,โนนสวรรค์,Non Sawan,0
34090000,น้ำยืน,Nam Yuen,0
34090100,โซง,Song,0
34090200,ตาเกา*,Ta Kao,25490101
34090300,ยาง,Yang,0
34090400,โดมประดิษฐ์,Dom Pradit,0
34090500,ขี้เหล็ก*,Khilek,25490101
34090600,บุเปือย,Bu Pueai,0
34090700,สีวิเชียร,Si Wichian,0
34090800,ไพบูลย์*,Phaibun,25490101
34090900,ยางใหญ่,Yang Yai,0
34091000,โคกสะอาด*,Khok Sa-at,25490101
34091100,เก่าขาม,Kao Kham,0
34100000,บุณฑริก,Buntharik,0
34100100,โพนงาม,Phon Ngam,0
34100200,ห้วยข่า,Huai Kha,0
34100300,คอแลน,Kholaen,0
34100400,นาโพธิ์,Na Pho,0
34100500,หนองสะโน,Nong Sano,0
34100600,โนนค้อ,Non Kho,0
34100700,บัวงาม,Bua Ngam,0
34100800,บ้านแมด,Ban Maet,0
34110000,ตระการพืชผล,Trakan Phuet Phon,0
34110100,ขุหลุ,Khulu,0
34110200,กระเดียน,Kradian,0
34110300,เกษม,Kasem,0
34110400,กุศกร,Kutsakon,0
34110500,ขามเปี้ย,Kham Pia,0
34110600,คอนสาย,Khon Sai,0
34110700,โคกจาน,Khok Chan,0
34110800,นาพิน,Na Phin,0
34110900,นาสะไม,Na Samai,0
34111000,โนนกุง,Non Kung,0
34111100,ตระการ,Trakan,0
34111200,ตากแดด,Tak Daet,0
34111300,ไหล่ทุ่ง,Lai Thung,0
34111400,เป้า,Pao,0
34111500,เซเป็ด,Se Pet,0
34111600,สะพือ,Saphue,0
34111700,หนองเต่า,Nong Tao,0
34111800,ถ้ำแข้,Tham Khae,0
34111900,ท่าหลวง,Tha Luang,0
34112000,ห้วยฝ้ายพัฒนา,Huai Fai Phatthana,0
34112100,กุดยาลวน,Kut Ya Luan,0
34112200,บ้านแดง,Ban Daeng,0
34112300,คำเจริญ,Kham Charoen,0
34120000,กุดข้าวปุ้น,Kut Khaopun,0
34120100,ข้าวปุ้น,Khaopun,0
34120200,โนนสวาง,Non Sawang,0
34120300,แก่งเค็ง,Kaeng Kheng,0
34120400,กาบิน,Ka Bin,0
34120500,หนองทันน้ำ,Nong Than Nam,0
34130000,พนา*,Phana,25490101
34130100,พนา*,Phana,25490101
34130200,จานลาน*,Chan Lan,25490101
34130300,ไม้กลอน*,Mai Klon,25490101
34130400,ลือ*,Lue,25490101
34130500,ห้วย*,Huai,25490101
34130600,นาหว้า*,Na Wa,25490101
34130700,พระเหลา*,Phra Lao,25490101
34130800,นาป่าแซง*,Na Pa Saeng,25490101
34140000,ม่วงสามสิบ,Muang Sam Sip,0
34140100,ม่วงสามสิบ,Muang Sam Sip,0
34140200,เหล่าบก,Lao Bok,0
34140300,ดุมใหญ่,Dum Yai,0
34140400,หนองช้างใหญ่,Nong Chang Yai,0
34140500,หนองเมือง,Nong Mueang,0
34140600,เตย,Toei,0
34140700,ยางสักกระโพหลุ่ม,Yang Sak Krapho Lum,0
34140800,หนองไข่นก,Nong Khai Nok,0
34140900,หนองเหล่า,Nong Lao,0
34141000,หนองฮาง,Nong Hang,0
34141100,ยางโยภาพ,Yang Yo Phap,0
34141200,ไผ่ใหญ่,Phai Yai,0
34141300,นาเลิง,Na Loeng,0
34141400,โพนแพง,Phon Phaeng,0
34150000,วารินชำราบ,Warin Chamrap,0
34150100,วารินชำราบ,Warin Chamrap,0
34150200,ธาตุ,That,0
34150300,ท่าช้าง*,Tha Chang,25490101
34150400,ท่าลาด,Tha Lat,0
34150500,โนนโหนน,Non Non,0
34150600,โนนกาเล็น*,Non Ka Len,25490101
34150700,คูเมือง,Khu Mueang,0
34150800,สระสมิง,Sa Saming,0
34150900,ค้อน้อย*,Kho Noi,25490101
34151000,คำน้ำแซบ,Kham Nam Saep,0
34151100,บุ่งหวาย,Bung Wai,0
34151200,หนองไฮ*,Nong Hai,25490101
34151300,สำโรง*,Samrong,25490101
34151400,สว่าง*,Sawang,25490101
34151500,คำขวาง,Kham Khwang,0
34151600,โพธิ์ใหญ่,Pho Yai,0
34151700,โคกก่อง*,Khok Kong,25490101
34151800,แสนสุข,Saen Suk,0
34151900,โคกสว่าง*,Khok Sawang,25490101
34152000,หนองกินเพล,Nong Kin Phen,0
34152100,โนนผึ้ง,Non Phueng,0
34152200,เมืองศรีไค,Mueang Si Khai,0
34152300,บุ่งมะแลง*,Bung Malaeng,25490101
34152400,ห้วยขะยุง,Huai Khayung,0
34152500,แก่งโดม*,Kaeng Dom,25490101
34152600,บุ่งไหม,Bung Mai,0
34160000,อำนาจเจริญ*,Amnat Charoen,25490101
34160100,บุ่ง*,Bung,25490101
34160200,ไก่คำ*,Kai Kham,25490101
34160300,นาจิก*,Na Chik,25490101
34160400,ดงมะยาง*,Dong Mayang,25490101
34160500,อำนาจ*,Amnat,25490101
34160600,เปือย*,Pueai,25490101
34160700,ดงบัง*,Dong Bang,25490101
34160800,ไร่ขี*,Rai Khi,25490101
34160900,ปลาค้าว*,Pla Khao,25490101
34161000,เหล่าพรวน*,Lao Phruan,25490101
34161100,สร้างนกทา*,Sang Nok Tha,25490101
34161200,คิ่มใหญ่*,Khim Yai,25490101
34161300,นาผือ*,Na Phue,25490101
34161400,น้ำปลีก*,Nam Plik,25490101
34161500,นาวัง*,Na Wang,25490101
34161600,นาหมอม้า*,Na Mo Ma,25490101
34161700,โนนโพธิ์*,Non Pho,25490101
34161800,โนนหนามแท่ง*,Non Nam Thaeng,25490101
34161900,ห้วยไร่*,Huai Rai,25490101
34162000,หนองมะแซว*,Nong Masaeo,25490101
34162100,แมด*,Maet,25490101
34162200,กุดปลาดุก*,Kut Pla Duk,25490101
34162300,โนนงาม*,Non Ngam,25490101
34170000,เสนางคนิคม*,Senangkhanikhom,25490101
34170100,เสนางคนิคม*,Senangkhanikhom,25490101
34170200,โพนทอง*,Phon Thong,25490101
34170300,ไร่สีสุก*,Rai Si Suk,25490101
34170400,นาเวียง*,Na Wiang,25490101
34170500,หนองไฮ*,Nong Hai,25490101
34170600,หนองสามสี*,Nong Sam Si,25490101
34180000,หัวตะพาน*,Hua Taphan,25490101
34180100,หัวตะพาน*,Hua Taphan,25490101
34180200,คำพระ*,Kham Phra,25490101
34180300,เค็งใหญ่*,Kheng Yai,25490101
34180400,หนองแก้ว*,Nong Kaeo,25490101
34180500,โพนเมืองน้อย*,Phon Mueang Noi,25490101
34180600,สร้างถ่อน้อย*,Sang Tho Noi,25490101
34180700,จิกดู่*,Chik Du,25490101
34180800,รัตนวารี*,Rattanawari,25490101
34190000,พิบูลมังสาหาร,Phibun Mangsahan,0
34190100,พิบูล,Phibun,0
34190200,กุดชมภู,Kut Chomphu,0
34190300,คันไร่*,Khan Rai,25490101
34190400,ดอนจิก,Don Chik,0
34190500,ทรายมูล,Sai Mun,0
34190600,นาโพธิ์,Na Pho,0
34190700,โนนกลาง,Non Klang,0
34190800,ฝางคำ*,Fang Kham,25490101
34190900,โพธิ์ไทร,Pho Sai,0
34191000,โพธิ์ศรี,Pho Si,0
34191100,ระเว,Rawe,0
34191200,ไร่ใต้,Rai Tai,0
34191300,หนองบัวฮี,Nong Bua Hi,0
34191400,อ่างศิลา,Ang Sila,0
34191500,นิคมสร้างตนเองฯ*,Nikhom Sang Ton Eng,25490101
34191600,ช่องเม็ก*,Chong Mek,25490101
34191700,โนนก่อ*,Non Ko,25490101
34191800,โนนกาหลง,Non Kalong,0
34191900,บ้านแขม,Ban Khaem,0
34200000,ตาลสุม,Tan Sum,0
34200100,ตาลสุม,Tan Sum,0
34200200,สำโรง,Samrong,0
34200300,จิกเทิง,Chik Thoeng,0
34200400,หนองกุง,Nong Kung,0
34200500,นาคาย,Na Khai,0
34200600,คำหว้า,Kham Wa,0
34210000,โพธิ์ไทร,Pho Sai,0
34210100,โพธิ์ไทร,Pho Sai,0
34210200,ม่วงใหญ่,Muang Yai,0
34210300,สำโรง,Samrong,0
34210400,สองคอน,Song Khon,0
34210500,สารภี,Saraphi,0
34210600,เหล่างาม,Lao Ngam,0
34220000,สำโรง,Samrong,0
34220100,สำโรง,Samrong,0
34220200,โคกก่อง,Khok Kong,0
34220300,หนองไฮ,Nong Hai,0
34220400,ค้อน้อย,Kho Noi,0
34220500,โนนกาเล็น,Non Kalen,0
34220600,โคกสว่าง,Khok Sawang,0
34220700,โนนกลาง,Non Klang,0
34220800,บอน,Bon,0
34220900,ขามป้อม,Kham Pom,0
34230000,กิ่งอำเภอลืออำนาจ*,Lue Amnat Minor District,25490101
34230100,อำนาจ*,Amnat,25490101
34230200,ดงมะยาง*,Dong Mayang,25490101
34230300,เปือย*,Pueai,25490101
34230400,ดงบัง*,Dong Bang,25490101
34230500,ไร่ขี*,Rai Khi,25490101
34230600,แมด*,Maet,25490101
34240000,ดอนมดแดง,Don Mot Daeng,0
34240100,ดอนมดแดง,Don Mot Daeng,0
34240200,เหล่าแดง,Lao Daeng,0
34240300,ท่าเมือง,Tha Mueang,0
34240400,คำไฮใหญ่,Kham Hai Yai,0
34250000,สิรินธร,Sirindhorn,0
34250100,คันไร่,Khan Rai,0
34250200,ช่องเม็ก,Chong Mek,0
34250300,โนนก่อ,Non Ko,0
34250400,นิคมสร้างตนเองลำโดมน้อย,Nikhom Sang Ton-eng Lam Dom Noi,0
34250500,ฝางคำ,Fang Kham,0
34250600,คำเขื่อนแก้ว,Kham Khuean Kaeo,0
34260000,ทุ่งศรีอุดม,Thung Si Udom,0
34260100,ทุ่งเทิง*,Thung Thoeng,25490101
34260200,หนองอ้ม,Nong Om,0
34260300,นาเกษม,Na Kasem,0
34260400,กุดเรือ,Kut Ruea,0
34260500,โคกชำแระ,Khok Chamrae,0
34260600,นาห่อม,Na Hom,0
34270000,ปทุมราชวงศา*,Pathum Ratchawongsa,25490101
34270100,หนองข่า*,Nong Kha,25490101
34270200,คำโพน*,Kham Phon,25490101
34270300,นาหว้า*,Na Wa,25490101
34270400,ลือ*,Lue,25490101
34270500,ห้วย*,Huai,25490101
34270600,โนนงาม*,Non Ngam,25490101
34270700,นาป่าแซง*,Na Pa Saeng,25490101
34280000,กิ่งอำเภอศรีหลักชัย*,Sri Lakchai Minor District,25490101
34290000,นาเยีย,Na Yia,0
34290100,นาเยีย,Na Yia,0
34290200,นาดี,Na Di,0
34290300,นาเรือง,Na Rueang,0
34300000,นาตาล,Na Tan,0
34300100,นาตาล,Na Tan,0
34300200,พะลาน,Phalan,0
34300300,กองโพน,Kong Phon,0
34300400,พังเคน,Phang Khen,0
34310000,เหล่าเสือโก้ก,Lao Suea Kok,0
34310100,เหล่าเสือโก้ก,Lao Suea Kok,0
34310200,โพนเมือง,Phon Mueang,0
34310300,แพงใหญ่,Phaeng Yai,0
34310400,หนองบก,Nong Bok,0
34320000,สว่างวีระวงศ์,Sawang Wirawong,0
34320100,แก่งโดม,Kaeng Dom,0
34320200,ท่าช้าง,Tha Chang,0
34320300,บุ่งมะแลง,Bung Malaeng,0
34320400,สว่าง,Sawang,0
34330000,น้ำขุ่น,Nam Khun,0
34330100,ตาเกา,Ta Kao,0
34330200,ไพบูลย์,Phaibun,0
34330300,ขี้เหล็ก,Khilek,0
34330400,โคกสะอาด,Khok Sa-at,0
34810000,อ.สุวรรณวารี	จ.อุบลราชธานี*, ,25490101
35000000,ยโสธร,Yasothon,0
35010000,เมืองยโสธร,Mueang Yasothon,0
35010100,ในเมือง,Nai Mueang,0
35010200,น้ำคำใหญ่,Nam Kham Yai,0
35010300,ตาดทอง,Tat Thong,0
35010400,สำราญ,Samran,0
35010500,ค้อเหนือ,Kho Nuea,0
35010600,ดู่ทุ่ง,Duthung,0
35010700,เดิด,Doet,0
35010800,ขั้นไดใหญ่,Khandai Yai,0
35010900,ทุ่งแต้,Thung Tae,0
35011000,สิงห์,Sing,0
35011100,นาสะไมย์,Na Samai,0
35011200,เขื่องคำ,Khueang Kham,0
35011300,หนองหิน,Nong Hin,0
35011400,หนองคู,Nong Khu,0
35011500,ขุมเงิน,Khum Ngoen,0
35011600,ทุ่งนางโอก,Thung Nang Ok,0
35011700,หนองเรือ,Nong Ruea,0
35011800,หนองเป็ด,Nong Pet,0
35019600,นาเวียง*,Na Wiang,25490101
35019700,ดงมะไฟ*,Dong Mafai,25490101
35019800,ดู่ลาย*,Du Lai,25490101
