ทำเนียบท้องที่,Unnamed: 1,Unnamed: 2,Unnamed: 3
รหัสจังหวัด 2 หลัก // อำเภอ 2 หลัก // ตำบล 2 หลัก,,,
ข้อมูล ณ วันที่ 1 กันยายน 2566,,,
,,,
รหัสจังหวัด 2 หลัก//อำเภอ 4 หลัก//ตำบล 6 หลัก,จังหวัด/อำเภอ/ตำบล ภาษาไทย,จังหวัด/อำเภอ/ตำบล ภาษาอังกฤษ,ปีเดือนวันที่จำหน่าย
44110400,บ้านกู่,Ban Ku,0
44110500,ดงเมือง,Dong Mueang,0
44110600,สร้างแซ่ง,Sangsaeng,0
44110700,หนองบัวสันตุ,Nong Bua Santu,0
44120000,กุดรัง,Kut Rang,0
44120100,กุดรัง,Kut Rang,0
44120200,นาโพธิ์,Na Pho,0
44120300,เลิงแฝก,Loeng Faek,0
44120400,หนองแวง,Nong Waeng,0
44120500,ห้วยเตย,Huai Toei,0
44130000,ชื่นชม,Chuen Chom,0
44130100,ชื่นชม,Chuen Chom,0
44130200,กุดปลาดุก,Kut Pla Duk,0
44130300,เหล่าดอกไม้,Lao Dokmai,0
44130400,หนองกุง,Nong Kung,0
44810000,หลุบ*,Lup,25490101
45000000,ร้อยเอ็ด,Roi Et,0
45010000,เมืองร้อยเอ็ด,Mueang Roi Et,0
45010100,ในเมือง,Nai Mueang,0
45010200,รอบเมือง,Rop Mueang,0
45010300,เหนือเมือง,Nuea Mueang,0
45010400,ขอนแก่น,Khon Kaen,0
45010500,นาโพธิ์,Na Pho,0
45010600,สะอาดสมบูรณ์,Sa-at Sombun,0
45010700,ปาฝา*,Pa Fa,25490101
45010800,สีแก้ว,Si Kaeo,0
45010900,ปอภาร  (ปอพาน),Po Phan,0
45011000,โนนรัง,Non Rang,0
45011100,ดงสิงห์*,Dong Sing,25490101
45011200,สวนจิก*,Suan Chik,25490101
45011300,ม่วงลาด*,Muang Lat,25490101
45011400,โพธิ์ทอง*,Pho Thong,25490101
45011500,จังหาร*,Changhan,25490101
45011600,ดินดำ*,Din Dam,25490101
45011700,หนองแก้ว,Nong Kaeo,0
45011800,หนองแวง,Nong Waeng,0
45011900,ศรีสมเด็จ*,Si Somdet,25490101
45012000,ดงลาน,Dong Lan,0
45012100,หนองใหญ่*,Nong Yai,25490101
45012200,เมืองเปลือย*,Mueang Plueai,25490101
45012300,แคนใหญ่,Khaen Yai,0
45012400,โนนตาล,Non Tan,0
45012500,เมืองทอง,Mueang Thong,0
45019100,ดงสิงห์*,Dong Sing,25490101
45019200,จังหาร*,Changhan,25490101
45019300,ม่วงลาด*,Muang Lat,25490101
45019400,ปาฝา*,Pa Fa,25490101
45019500,ดินดำ*,Din Dam,25490101
45019600,สวนจิก*,Suan Chik,25490101
45019700,เมืองเปลือย*,Mueang Plueai,25490101
45019800,ศรีสมเด็จ*,Si Somdet,25490101
45019900,โพธิ์ทอง*,Pho Thong,25490101
45020000,เกษตรวิสัย,Kaset Wisai,0
45020100,เกษตรวิสัย,Kaset Wisai,0
45020200,เมืองบัว,Mueang Bua,0
45020300,เหล่าหลวง,Lao Luang,0
45020400,สิงห์โคก,Sing Khok,0
45020500,ดงครั่งใหญ่,Dong Khrang Yai,0
45020600,บ้านฝาง,Ban Fang,0
45020700,หนองแวง,Nong Waeng,0
45020800,กำแพง,Kamphaeng,0
45020900,กู่กาสิงห์,Ku Ka Sing,0
45021000,น้ำอ้อม,Nam Om,0
45021100,โนนสว่าง,Non Sawang,0
45021200,ทุ่งทอง,Thung Thong,0
45021300,ดงครั่งน้อย,Dong Khrang Noi,0
45030000,ปทุมรัตต์,Pathum Rat,0
45030100,บัวแดง,Bua Daeng,0
45030200,ดอกล้ำ,Dok Lam,0
45030300,หนองแคน,Nong Khaen,0
45030400,โพนสูง,Phon Sung,0
45030500,โนนสวรรค์,Non Sawan,0
45030600,สระบัว,Sa Bua,0
45030700,โนนสง่า,Non Sa-nga,0
45030800,ขี้เหล็ก,Khilek,0
45040000,จตุรพักตรพิมาน,Chaturaphak Phiman,0
45040100,หัวช้าง,Hua Chang,0
45040200,หนองผือ,Nong Phue,0
45040300,เมืองหงส์,Mueang Hong,0
45040400,โคกล่าม,Khok Lam,0
45040500,น้ำใส,Nam Sai,0
45040600,ดงแดง,Dong Daeng,0
45040700,ดงกลาง,Dong Klang,0
45040800,ป่าสังข์,Pa Sang,0
45040900,อีง่อง,I Ngong,0
45041000,ลิ้นฟ้า,Linfa,0
45041100,ดู่น้อย,Du Noi,0
45041200,ศรีโคตร,Si Khot,0
45050000,ธวัชบุรี,Thawat Buri,0
45050100,นิเวศน์,Niwet,0
45050200,ธงธานี,Thong Thani,0
45050300,หนองไผ่,Nong Phai,0
45050400,ธวัชบุรี,Thawat Buri,0
45050500,หมูม้น*,Mu Mon,25490101
45050600,อุ่มเม้า,Um Mao,0
45050700,มะอึ,Ma-ue,0
45050800,เหล่า*,Lao,25490101
45050900,มะบ้า*,Maba,25490101
45051000,เขวาทุ่ง,Khwao Thung,0
45051100,พระธาตุ*,Phra That,25490101
45051200,บึงงาม*,Bueng Ngam,25490101
45051300,บ้านเขือง*,Ban Khueang,25490101
45051400,พระเจ้า*,Phra Chao,25490101
45051500,ไพศาล,Phaisan,0
45051600,เทอดไทย*,Thoet Thai,25490101
45051700,เมืองน้อย,Mueang Noi,0
45051800,โนนศิลา*,Non Sila,25490101
45051900,เชียงขวัญ*,Chiang Khwan,25490101
45052000,บึงนคร,Bueng Nakhon,0
45052100,พลับพลา*,Phlapphla,25490101
45052200,ราชธานี,Ratchathani,0
45052300,ทุ่งเขาหลวง*,Thung Khao Luang,25490101
45052400,หนองพอก,Nong Phok,0
45060000,พนมไพร,Phanom Phrai,0
45060100,พนมไพร,Phanom Phrai,0
45060200,แสนสุข,Saen Suk,0
45060300,กุดน้ำใส,Kut Nam Sai,0
45060400,หนองทัพไทย,Nong Thap Thai,0
45060500,โพธิ์ใหญ่,Pho Yai,0
45060600,วารีสวัสดิ์,Wari Sawat,0
45060700,โคกสว่าง,Khok Sawang,0
45060800,หนองฮี*,Nong Hi,25490101
45060900,เด่นราษฎร์*,Den Rat,25490101
45061000,ดูกอึ่ง*,Duk Ueng,25490101
45061100,โพธิ์ชัย,Pho Chai,0
45061200,นานวล,Na Nuan,0
45061300,คำไฮ,Kham Hai,0
45061400,สระแก้ว,Sa Kaeo,0
45061500,ค้อใหญ่,Kho Yai,0
45061600,สาวแห*,Sao Hae,25490101
45061700,ชานุวรรณ,Chanuwan,0
45070000,โพนทอง,Phon Thong,0
45070100,แวง,Waeng,0
45070200,โคกกกม่วง,Khok Kok Muang,0
45070300,นาอุดม,Na Udom,0
45070400,สว่าง,Sawang,0
45070500,หนองใหญ่,Nong Yai,0
45070600,โพธิ์ทอง,Pho Thong,0
45070700,โนนชัยศรี,Non Chai Si,0
45070800,โพธิ์ศรีสว่าง,Pho Si Sawang,0
45070900,อุ่มเม่า,Um Mao,0
45071000,คำนาดี,Kham Na Di,0
45071100,พรมสวรรค์,Phrom Sawan,0
45071200,สระนกแก้ว,Sa Nok Kaeo,0
45071300,วังสามัคคี,Wang Samakkhi,0
45071400,โคกสูง,Khok Sung,0
45079400,ชุมพร*,Chumphon,25490101
45079500,เมยวดี*,Moei Wadi,25490101
45079600,คำพอง*,Kham Phong,25490101
45079700,อัคคะคำ*,Akkha Kham,25490101
45079800,เชียงใหม่*,Chiang Mai,25490101
45079900,ขามเบี้ย*,Kham Bia,25490101
45080000,โพธิ์ชัย,Pho Chai,0
45080100,ขามเปี้ย,Kham Pia,0
45080200,เชียงใหม่,Chiang Mai,0
45080300,บัวคำ,Bua Kham,0
45080400,อัคคะคำ,Akkha Kham,0
45080500,สะอาด,Sa-at,0
45080600,คำพอุง,Kham Pha-ung,0
45080700,หนองตาไก้,Nong Ta Kai,0
45080800,ดอนโอง,Don Ong,0
45080900,โพธิ์ศรี,Pho Si,0
45090000,หนองพอก,Nong Phok,0
45090100,หนองพอก,Nong Phok,0
45090200,บึงงาม,Bueng Ngam,0
45090300,ภูเขาทอง,Phukhao Thong,0
45090400,กกโพธิ์,Kok Pho,0
45090500,โคกสว่าง,Khok Sawang,0
45090600,หนองขุ่นใหญ่,Nong Khun Yai,0
45090700,รอบเมือง,Rop Mueang,0
45090800,ผาน้ำย้อย,Pha Nam Yoi,0
45090900,ท่าสีดา,Tha Sida,0
45100000,เสลภูมิ,Selaphum,0
45100100,กลาง,Klang,0
45100200,นางาม,Na Ngam,0
45100300,เมืองไพร,Mueang Phrai,0
45100400,นาแซง,Na Saeng,0
45100500,นาเมือง,Na Mueang,0
45100600,วังหลวง,Wang Luang,0
45100700,ท่าม่วง,Tha Muang,0
45100800,ขวาว,Khwao,0
45100900,โพธิ์ทอง,Pho Thong,0
45101000,ภูเงิน,Phu Ngoen,0
45101100,เกาะแก้ว,Ko Kaeo,0
45101200,นาเลิง,Na Loeng,0
45101300,เหล่าน้อย,Lao Noi,0
45101400,ศรีวิลัย,Si Wilai,0
45101500,หนองหลวง,Nong Luang,0
45101600,พรสวรรค์,Phon Sawan,0
45101700,ขวัญเมือง,Khwan Mueang,0
45101800,บึงเกลือ,Bueng Kluea,0
45110000,สุวรรณภูมิ,Suwannaphum,0
45110100,สระคู,Sa Khu,0
45110200,ดอกไม้,Dok Mai,0
45110300,นาใหญ่,Na Yai,0
45110400,หินกอง,Hin Kong,0
45110500,เมืองทุ่ง,Mueang Thung,0
45110600,หัวโทน,Hua Thon,0
45110700,บ่อพันขัน,Bo Phan Khan,0
45110800,ทุ่งหลวง,Thung Luang,0
45110900,หัวช้าง,Hua Chang,0
45111000,น้ำคำ,Nam Kham,0
45111100,ห้วยหินลาด,Huai Hin Lat,0
45111200,ช้างเผือก,Chang Phueak,0
45111300,ทุ่งกุลา,Thung Kula,0
45111400,ทุ่งศรีเมือง,Thung Si Mueang,0
45111500,จำปาขัน,Champa Khan,0
45120000,เมืองสรวง,Mueang Suang,0
45120100,หนองผือ,Nong Phue,0
45120200,หนองหิน,Nong Hin,0
45120300,คูเมือง,Khu Mueang,0
45120400,กกกุง,Kok Kung,0
45120500,เมืองสรวง,Mueang Suang,0
45130000,โพนทราย,Phon Sai,0
45130100,โพนทราย,Phon Sai,0
45130200,สามขา,Sam Kha,0
45130300,ศรีสว่าง,Si Sawang,0
45130400,ยางคำ,Yang Kham,0
45130500,ท่าหาดยาว,Tha Hat Yao,0
45140000,อาจสามารถ,At Samat,0
45140100,อาจสามารถ,At Samat,0
45140200,โพนเมือง,Phon Mueang,0
45140300,บ้านแจ้ง,Ban Chaeng,0
45140400,หน่อม,Nom,0
45140500,หนองหมื่นถ่าน,Nong Muen Than,0
45140600,หนองขาม,Nong Kham,0
45140700,โหรา,Hora,0
45140800,หนองบัว,Nong Bua,0
45140900,ขี้เหล็ก,Khilek,0
45141000,บ้านดู่,Ban Du,0
45150000,เมยวดี,Moei Wadi,0
45150100,เมยวดี,Moei Wadi,0
45150200,ชุมพร,Chumphon,0
45150300,บุ่งเลิศ,Bung Loet,0
45150400,ชมสะอาด,Chom Sa-at,0
45160000,ศรีสมเด็จ,Si Somdet,0
45160100,โพธิ์ทอง,Pho Thong,0
45160200,ศรีสมเด็จ,Si Somdet,0
45160300,เมืองเปลือย,Mueang Plueai,0
45160400,หนองใหญ่,Nong Yai,0
45160500,สวนจิก,Suan Chik,0
45160600,โพธิ์สัย,Pho Sai,0
45160700,หนองแวงควง,Nong Waeng Khuang,0
45160800,บ้านบาก,Ban Bak,0
45170000,จังหาร,Changhan,0
45170100,ดินดำ,Din Dam,0
45170200,ปาฝา,Pa Fa,0
45170300,ม่วงลาด,Muang Lat,0
45170400,จังหาร,Changhan,0
45170500,ดงสิงห์,Dong Sing,0
45170600,ยางใหญ่,Yang Yai,0
45170700,ผักแว่น,Phak Waen,0
45170800,แสนชาติ,Saen Chat,0
45180000,เชียงขวัญ,Chiang Khwan,0
45180100,เชียงขวัญ,Chiang Khwan,0
45180200,พลับพลา,Phlapphla,0
45180300,พระธาตุ,Phra That,0
45180400,พระเจ้า,Phra Chao,0
45180500,หมูม้น,Mu Mon,0
45180600,บ้านเขือง,Ban Khueang,0
45190000,หนองฮี,Nong Hi,0
45190100,หนองฮี,Nong Hi,0
45190200,สาวแห,Sao Hae,0
45190300,ดูกอึ่ง,Duk-ueng,0
45190400,เด่นราษฎร์,Den Rat,0
45200000,ทุ่งเขาหลวง,Thung Khao Luang,0
45200100,ทุ่งเขาหลวง,Thung Khao Luang,0
45200200,เทอดไทย,Thoet Thai,0
45200300,บึงงาม,Bueng Ngam,0
45200400,มะบ้า,Maba,0
45200500,เหล่า,Lao,0
46000000,กาฬสินธุ์,Kalasin,0
46010000,เมืองกาฬสินธุ์,Mueang Kalasin,0
46010100,กาฬสินธุ์,Kalasin,0
46010200,เหนือ,Nuea,0
46010300,หลุบ,Lup,0
46010400,ไผ่,Phai,0
46010500,ลำปาว,Lam Pao,0
46010600,ลำพาน,Lam Phan,0
46010700,เชียงเครือ,Chiang Khruea,0
46010800,บึงวิชัย,Bueng Wichai,0
46010900,ห้วยโพธิ์,Huai Pho,0
46011000,ม่วงนา*,Muang Na,25490101
46011100,ภูปอ,Phu Po,0
46011200,ดงพยุง*,Dong Phayung,25490101
46011300,ภูดิน,Phu Din,0
46011400,ดอนจาน*,Don Chan,25490101
46011500,หนองกุง,Nong Kung,0
46011600,กลางหมื่น,Klang Muen,0
46011700,ขมิ้น,Khamin,0
46011800,นาจำปา*,Na Champa,25490101
46011900,โพนทอง,Phon Thong,0
46012000,นาจารย์,Na Chan,0
46012100,ลำคลอง,Lam Khlong,0
46012200,สะอาดไชยศรี*,Sa-at Chai Si,25490101
46019800,นามน*,Na Mon,25490101
46019900,ยอดแกง*,Yot Kaeng,25490101
46020000,นามน,Na Mon,0
46020100,นามน,Na Mon,0
46020200,ยอดแกง,Yot Kaeng,0
46020300,สงเปลือย,Song Plueai,0
46020400,หลักเหลี่ยม,Lak Liam,0
46020500,หนองบัว,Nong Bua,0
46030000,กมลาไสย,Kamalasai,0
46030100,กมลาไสย,Kamalasai,0
46030200,หลักเมือง,Lak Mueang,0
46030300,โพนงาม,Phon Ngam,0
46030400,ดงลิง,Dong Ling,0
46030500,ธัญญา,Thanya,0
46030600,กุดฆ้องชัย*,Kut Khongchai,25490101
46030700,ลำชี*,Lam Chi,25490101
46030800,หนองแปน,Nong Paen,0
46030900,โคกสะอาด*,Khok Sa-at,25490101
46031000,เจ้าท่า,Chao Tha,0
46031100,โคกสมบูรณ์,Khok Sombun,0
46031200,โนนศิลา*,Non Sila,25490101
46031300,ฆ้องชัยพัฒนา*,Khong Chai Phatthana,25490101
46040000,ร่องคำ,Rong Kham,0
46040100,ร่องคำ,Rong Kham,0
46040200,สามัคคี,Samakkhi,0
46040300,เหล่าอ้อย,Lao Oi,0
46050000,กุฉินารายณ์,Kuchinarai,0
46050100,บัวขาว,Bua Khao,0
46050200,แจนแลน,Chaen Laen,0
46050300,เหล่าใหญ่,Lao Yai,0
46050400,จุมจัง,Chum Chang,0
46050500,เหล่าไฮงาม,Lao Hai Ngam,0
46050600,กุดหว้า,Kut Wa,0
46050700,สามขา,Sam Kha,0
46050800,นาขาม,Na Kham,0
46050900,หนองห้าง,Nong Hang,0
46051000,นาโก,Na Ko,0
46051100,สมสะอาด,Som Sa-at,0
46051200,กุดค้าว,Kut Khao,0
46060000,เขาวง,Khao Wong,0
46060100,คุ้มเก่า,Khum Kao,0
46060200,สงเปลือย,Song Plueai,0
46060300,หนองผือ,Nong Phue,0
46060400,ภูแล่นช้าง*,Phu Laen Chang,25490101
46060500,นาคู*,Na Khu,25490101
46060600,กุดสิมคุ้มใหม่,Kut Sim Khum Mai,0
46060700,บ่อแก้ว*,Bo Kaeo,25490101
46060800,สระพังทอง,Saphang Thong,0
46060900,สายนาวัง*,Sai Na Wang,25490101
46061000,โนนนาจาน*,Non Na Chan,25490101
46061100,กุดปลาค้าว,Kut Pla Khao,0
46070000,ยางตลาด,Yang Talat,0
46070100,ยางตลาด,Yang Talat,0
46070200,หัวงัว,Hua Ngua,0
46070300,อุ่มเม่า,Um Mao,0
46070400,บัวบาน,Bua Ban,0
46070500,เว่อ,Woe,0
46070600,อิตื้อ,Itue,0
46070700,หัวนาคำ,Hua Na Kham,0
46070800,หนองอิเฒ่า,Nong I Thao,0
46070900,ดอนสมบูรณ์,Don Sombun,0
46071000,นาเชือก,Na Chueak,0
46071100,คลองขาม,Khlong Kham,0
46071200,เขาพระนอน,Khao Phra Non,0
46071300,นาดี,Na Di,0
46071400,โนนสูง,Non Sung,0
46071500,หนองตอกแป้น,Nong Tok Paen,0
46080000,ห้วยเม็ก,Huai Mek,0
46080100,ห้วยเม็ก,Huai Mek,0
46080200,คำใหญ่,Kham Yai,0
46080300,กุดโดน,Kut Don,0
46080400,บึงนาเรียง,Bueng Na Riang,0
46080500,หัวหิน,Hua Hin,0
46080600,พิมูล,Phimun,0
46080700,คำเหมือดแก้ว,Kham Mueat Kaeo,0
46080800,โนนสะอาด,Non Sa-at,0
46080900,ทรายทอง,Sai Thong,0
46090000,สหัสขันธ์,Sahatsakhan,0
46090100,ภูสิงห์,Phu Sing,0
46090200,สหัสขันธ์,Sahatsakhan,0
46090300,นามะเขือ,Na Makhuea,0
46090400,โนนศิลา,Non Sila,0
46090500,นิคม,Nikhom,0
46090600,โนนแหลมทอง,Non Laem Thong,0
46090700,โนนบุรี,Non Buri,0
46090800,โนนน้ำเกลี้ยง,Non Nam Kliang,0
46099600,หนองบัว*,Nong Bua,25490101
46099700,ทุ่งคลอง*,Thung Khlong,25490101
46099800,สำราญ*,Samran,25490101
46099900,โพน*,Phon,25490101
46100000,คำม่วง,Kham Muang,0
46100100,ทุ่งคลอง,Thung Khlong,0
46100200,โพน,Phon,0
46100300,สำราญ*,Samran,25490101
46100400,สำราญใต้*,Samran Tai,25490101
46100500,ดินจี่,Din Chi,0
46100600,นาบอน,Na Bon,0
46100700,นาทัน,Na Than,0
46100800,คำสร้างเที่ยง*,Kham Sang Thiang,25490101
46100900,เนินยาง,Noen Yang,0
46101000,หนองช้าง*,Nong Chang,25490101
46110000,ท่าคันโท,Tha Khantho,0
46110100,ท่าคันโท,Tha Khantho,0
46110200,กุงเก่า,Kung Kao,0
46110300,ยางอู้ม,Yang Um,0
46110400,กุดจิก,Kut Chik,0
46110500,นาตาล,Na Tan,0
46110600,ดงสมบูรณ์,Dong Sombun,0
46119800,โคกเครือ*,Khok Khruea,25490101
46119900,สหัสขันธ์*,Sahatsakhan,25490101
46120000,หนองกุงศรี,Nong Kung Si,0
46120100,หนองกุงศรี,Nong Kung Si,0
46120200,หนองบัว,Nong Bua,0
46120300,โคกเครือ,Khok Khruea,0
46120400,หนองสรวง,Nong Suang,0
46120500,เสาเล้า,Sao Lao,0
46120600,หนองใหญ่,Nong Yai,0
46120700,ดงมูล,Dong Mun,0
46120800,ลำหนองแสน,Lam Nong Saen,0
46120900,หนองหิน,Nong Hin,0
46130000,สมเด็จ,Somdet,0
46130100,สมเด็จ,Somdet,0
46130200,หนองแวง,Nong Waeng,0
46130300,แซงบาดาล,Saeng Badan,0
46130400,มหาไชย,Maha Chai,0
46130500,หมูม่น,Mu Mon,0
46130600,ผาเสวย,Pha Sawoei,0
46130700,ศรีสมเด็จ,Si Somdet,0
46130800,ลำห้วยหลัว,Lam Huai Lua,0
46140000,ห้วยผึ้ง,Huai Phueng,0
46140100,คำบง,Kham Bong,0
46140200,ไค้นุ่น,Khai Nun,0
46140300,นิคมห้วยผึ้ง,Nikhom Huai Phueng,0
46140400,หนองอีบุตร,Nong I But,0
46150000,สามชัย,Sam Chai,0
46150100,สำราญ,Samran,0
46150200,สำราญใต้,Samran Tai,0
46150300,คำสร้างเที่ยง,Kham Sang Thiang,0
46150400,หนองช้าง,Nong Chang,0
46160000,นาคู,Na Khu,0
46160100,นาคู,Na Khu,0
46160200,สายนาวัง,Sai Na Wang,0
46160300,โนนนาจาน,Non Na Chan,0
46160400,บ่อแก้ว,Bo Kaeo,0
46160500,ภูแล่นช้าง,Phu Laen Chang,0
46170000,ดอนจาน,Don Chan,0
46170100,ดอนจาน,Don Chan,0
46170200,สะอาดไชยศรี,Sa-at Chai Si,0
46170300,ดงพยุง,Dong Phayung,0
46170400,ม่วงนา,Muang Na,0
46170500,นาจำปา,Na Champa,0
46180000,ฆ้องชัย,Khong Chai,0
46180100,ฆ้องชัยพัฒนา,Khong Chai Phatthana,0
46180200,เหล่ากลาง,Lao Klang,0
46180300,โคกสะอาด,Khok Sa-at,0
46180400,โนนศิลาเลิง,Non Sila Loeng,0
46180500,ลำชี,Lam Chi,0
47000000,สกลนคร,Sakon Nakhon,0
47010000,เมืองสกลนคร,Mueang Sakon Nakhon,0
47010100,ธาตุเชิงชุม,That Choeng Chum,0
47010200,ขมิ้น,Khamin,0
47010300,งิ้วด่อน,Ngio Don,0
47010400,โนนหอม,Non Hom,0
47010500,นาตงวัฒนา*,Na Tong Watthana,25490101
47010600,เชียงเครือ,Chiang Khruea,0
47010700,ท่าแร่,Tha Rae,0
47010800,บ้านโพน*,Ban Phon,25490101
47010900,ม่วงลาย,Muang Lai,0
47011000,กกปลาซิว*,Kok Pla Sio,25490101
47011100,ดงชน,Dong Chon,0
47011200,ห้วยยาง,Huai Yang,0
47011300,พังขว้าง,Phang Khwang,0
47011400,นาแก้ว*,Na Kaeo,25490101
47011500,ดงมะไฟ,Dong Mafai,0
47011600,ธาตุนาเวง,That Na Weng,0
47011700,เหล่าปอแดง,Lao Po Daeng,0
47011800,หนองลาด,Nong Lat,0
47011900,บ้านแป้น*,Ban Paen,25490101
47012000,ฮางโฮง,Hang Hong,0
47012100,โคกก่อง,Khok Kong,0
47019400,นาตงวัฒนา*,Na Tong Watthana,25490101
47019500,นาแก้ว*,Na Kaeo,25490101
47019600,บ้านโพน*,Ban Phon,25490101
47019700,เหล่าโพนค้อ*,Lao Phon Kho,25490101
47019800,ตองโขบ*,Tong Khop,25490101
47019900,เต่างอย*,Tao Ngoi,25490101
47020000,กุสุมาลย์,Kusuman,0
47020100,กุสุมาลย์,Kusuman,0
47020200,นาโพธิ์,Na Pho,0
47020300,นาเพียง,Na Phiang,0
47020400,โพธิไพศาล,Pho Phaisan,0
47020500,อุ่มจาน,Um Chan,0
47030000,กุดบาก,Kut Bak,0
47030100,กุดบาก,Kut Bak,0
47030200,โคกภู*,Khok Phu,25490101
47030300,นาม่อง,Na Mong,0
47030400,สร้างค้อ*,Sang Kho,25490101
47030500,กุดไห,Kut Hai,0
47030600,หลุบเลา*,Lup Lao,25490101
47040000,พรรณานิคม,Phanna Nikhom,0
47040100,พรรณา,Phanna,0
47040200,วังยาง,Wang Yang,0
47040300,พอกน้อย,Phok Noi,0
47040400,นาหัวบ่อ,Na Hua Bo,0
47040500,ไร่,Rai,0
47040600,ช้างมิ่ง,Chang Ming,0
47040700,นาใน,Na Nai,0
47040800,สว่าง,Sawang,0
47040900,บะฮี,Ba Hi,0
47041000,เชิงชุม,Choeng Chum,0
47050000,พังโคน,Phang Khon,0
47050100,พังโคน,Phang Khon,0
47050200,ม่วงไข่,Muang Khai,0
47050300,แร่,Rae,0
47050400,ไฮหย่อง,Haiyong,0
47050500,ต้นผึ้ง,Ton Phueng,0
47059700,คลองกระจัง*,Khlong Krachang,25490101
47059800,สระกรวด*,Sa Kruat,25490101
47060000,วาริชภูมิ,Waritchaphum,0
47060100,วาริชภูมิ,Waritchaphum,0
47060200,ปลาโหล,Pla Lo,0
47060300,หนองลาด,Nong Lat,0
47060400,คำบ่อ,Kham Bo,0
47060500,ค้อเขียว,Kho Khiao,0
47070000,นิคมน้ำอูน,Nikhom Nam Un,0
47070100,นิคมน้ำอูน,Nikhom Nam Un,0
47070200,หนองปลิง,Nong Pling,0
47070300,หนองบัว,Nong Bua,0
47070400,สุวรรณคาม,Suwannakham,0
47080000,วานรนิวาส,Wanon Niwat,0
47080100,วานรนิวาส,Wanon Niwat,0
47080200,เดื่อศรีคันไชย,Duea Sikhanchai,0
47080300,ขัวก่าย,Khua Kai,0
47080400,หนองสนม,Nong Sanom,0
47080500,คูสะคาม,Khu Sakham,0
47080600,ธาตุ,That,0
47080700,หนองแวง,Nong Waeng,0
47080800,ศรีวิชัย,Si Wichai,0
47080900,นาซอ,Na So,0
47081000,อินทร์แปลง,In Plaeng,0
47081100,นาคำ,Na Kham,0
47081200,คอนสวรรค์,Khon Sawan,0
47081300,กุดเรือคำ,Kut Ruea Kham,0
47081400,หนองแวงใต้,Nong Waeng Tai,0
47090000,คำตากล้า,Kham Ta Kla,0
47090100,คำตากล้า,Kham Ta Kla,0
47090200,หนองบัวสิม,Nong Bua Sim,0
47090300,นาแต้,Na Tae,0
47090400,แพด,Phaet,0
47100000,บ้านม่วง,Ban Muang,0
47100100,ม่วง,Muang,0
47100200,มาย,Mai,0
47100300,ดงหม้อทอง,Dong Mo Thong,0
47100400,ดงเหนือ,Dong Nuea,0
47100500,ดงหม้อทองใต้,Dong Mo Thong Tai,0
47100600,ห้วยหลัว,Huai Lua,0
47100700,โนนสะอาด,Non Sa-at,0
47100800,หนองกวั่ง,Nong Kwang,0
47100900,บ่อแก้ว,Bo Kaeo,0
47110000,อากาศอำนวย,Akat Amnuai,0
47110100,อากาศ,Akat,0
47110200,โพนแพง,Phon Phaeng,0
47110300,วาใหญ่,Wa Yai,0
47110400,โพนงาม,Phon Ngam,0
47110500,ท่าก้อน,Tha Kon,0
47110600,นาฮี,Na Hi,0
47110700,บะหว้า,Ba Wa,0
47110800,สามัคคีพัฒนา,Samakkhi Phatthana,0
47120000,สว่างแดนดิน,Sawang Daen Din,0
47120100,สว่างแดนดิน,Sawang Daen Din,0
47120200,บ้านเหล่า*,Ban Lao,25490101
47120300,คำสะอาด,Kham Sa-at,0
47120400,บ้านต้าย,Ban Tai,0
47120500,เจริญศิลป์*,Charoen Sin,25490101
47120600,บงเหนือ,Bong Nuea,0
47120700,โพนสูง,Phon Sung,0
47120800,โคกสี,Khok Si,0
47120900,ทุ่งแก*,Thung Kae,25490101
47121000,หนองหลวง,Nong Luang,0
47121100,บงใต้,Bong Tai,0
47121200,ค้อใต้,Kho Tai,0
47121300,พันนา,Phan Na,0
47121400,แวง,Waeng,0
47121500,ทรายมูล,Sai Mun,0
47121600,ตาลโกน,Tan Kon,0
47121700,ตาลเนิ้ง,Tan Noeng,0
47121800,โคกศิลา*,Khok Sila,25490101
47121900,หนองแปน*,Nong Paen,25490101
47122000,ธาตุทอง,That Thong,0
47122100,บ้านถ่อน,Ban Thon,0
47130000,ส่องดาว,Song Dao,0
47130100,ส่องดาว,Song Dao,0
47130200,ท่าศิลา,Tha Sila,0
47130300,วัฒนา,Watthana,0
47130400,ปทุมวาปี,Pathum Wapi,0
47140000,เต่างอย,Tao Ngoi,0
47140100,เต่างอย,Tao Ngoi,0
47140200,บึงทวาย,Bueng Thawai,0
47140300,นาตาล,Na Tan,0
47140400,จันทร์เพ็ญ,Chan Phen,0
47150000,โคกศรีสุพรรณ,Khok Si Suphan,0
47150100,ตองโขบ,Tong Khop,0
47150200,เหล่าโพนค้อ,Lao Phon Kho,0
47150300,ด่านม่วงคำ,Dan Muang Kham,0
47150400,แมดนาท่ม,Maet Na Thom,0
47160000,เจริญศิลป์,Charoen Sin,0
47160100,บ้านเหล่า,Ban Lao,0
47160200,เจริญศิลป์,Charoen Sin,0
47160300,ทุ่งแก,Thung Kae,0
47160400,โคกศิลา,Khok Sila,0
47160500,หนองแปน,Nong Paen,0
47170000,โพนนาแก้ว,Phon Na Kaeo,0
47170100,บ้านโพน,Ban Phon,0
47170200,นาแก้ว,Na Kaeo,0
47170300,นาตงวัฒนา,Na Tong Watthana,0
