รหัสสำนักทะเบียน/อำเภอ,จังหวัด/สำนักทะเบียน/อำเภอ ภาษาไทย,จังหวัด/สำนักทะเบียน/อำเภอ ภาษาอังกฤษ,ปีเดือนวันที่จำหน่าย
4093,ท้องถิ่นเทศบาลตำบลบ้านโต้น,Ban Ton Sub-district Municipality,0
4094,ท้องถิ่นเทศบาลตำบลบ้านฝาง,Ban Fang Sub-district Municipality,0
4095,ท้องถิ่นเทศบาลตำบลท่าพระ,Tha Phra Sub-district Municipality,0
4096,ท้องถิ่นเทศบาลเมืองชุมแพ,Chum Phae Town Municipality,0
4097,ท้องถิ่นเทศบาลเมืองบ้านไผ่,Ban Phai Town Municipality,0
4098,ท้องถิ่นเทศบาลเมืองเมืองพล,Mueang Phon Town Municipality,0
4099,ท้องถิ่นเทศบาลนครขอนแก่น,Khon Kaen City Municipality,0
4100,จังหวัดอุดรธานี,Udon Thani Province,0
4101,อำเภอเมืองอุดรธานี,Mueang Udon Thani District,0
4102,อำเภอกุดจับ,Kut Chap District,0
4103,อำเภอหนองวัวซอ,Nong Wua So District,0
4104,อำเภอกุมภวาปี,Kumphawapi District,0
4105,อำเภอโนนสะอาด,Non Sa-at District,0
4106,อำเภอหนองหาน,Nong Han District,0
4107,อำเภอทุ่งฝน,Thung Fon District,0
4108,อำเภอไชยวาน,Chai Wan District,0
4109,อำเภอศรีธาตุ,Si That District,0
4110,อำเภอวังสามหมอ,Wang Sam Mo District,0
4111,อำเภอบ้านดุง,Ban Dung District,0
4112,อำเภอหนองบัวลำภู,Nong Bua Lam Phu District,25550101
4113,อำเภอศรีบุญเรือง,Si Bun Rueang District,25550101
4114,อำเภอนากลาง,Na Klang District,25550101
4115,อำเภอสุวรรณคูหา,Suwannakhuha District,25550101
4116,อำเภอโนนสัง,Non Sang District,25550101
4117,อำเภอบ้านผือ,Ban Phue District,0
4118,อำเภอน้ำโสม,Nam Som District,0
4119,อำเภอเพ็ญ,Phen District,0
4120,อำเภอสร้างคอม,Sang Khom District,0
4121,อำเภอหนองแสง,Nong Saeng District,0
4122,อำเภอนายูง,Na Yung District,0
4123,อำเภอพิบูลย์รักษ์,Phibun Rak District,0
4124,อำเภอกู่แก้ว,Ku Kaeo District,0
4125,อำเภอประจักษ์ศิลปาคม,Prachaksinlapakhom District,0
4126,กิ่งอำเภอภูพระบาท,Phu Phrabat Minor District,25550101
4127,กิ่งอำเภอวังสายไหม,Wang Sai Mai Minor District,25550101
4157,ท้องถิ่นเทศบาลตำบลนาดี,Nadee Sub-district Municipality,25640120
4158,ท้องถิ่นเทศบาลตำบลหนองหว้า,Nongwa Sub-district Municipality,0
4159,ท้องถิ่นเทศบาลตำบลหัวนาคำ,Hua Na Kham Sub-district Municipality,0
4160,ท้องถิ่นเทศบาลตำบลผาสุก,Phasuk Sub-district Municipality,0
4161,ท้องถิ่นเทศบาลตำบลโพนสูง,Phon Sung Sub-district Municipality,0
4162,ท้องถิ่นเทศบาลตำบลจำปี,Champi Sub-district Municipality,0
4163,ท้องถิ่นเทศบาลตำบลสร้างคอม,Sang Khom Sub-district Municipality,0
4164,ท้องถิ่นเทศบาลตำบลบ้านธาตุ,Ban That Sub-district Municipality,0
4165,ท้องถิ่นเทศบาลตำบลเวียงคำ,Wiang Kham Sub-district Municipality,0
4166,ท้องถิ่นเทศบาลตำบลลำพันชาด,Lam Phan Chat Sub-district Municipality,0
4167,ท้องถิ่นเทศบาลตำบลหนองไผ่,Nong Phai Sub-district Municipality,0
4168,ท้องถิ่นเทศบาลตำบลหนองไผ่,Nong Phai Sub-district Municipality,0
4169,ท้องถิ่นเทศบาลตำบลปะโค,Pa Kho Sub-district Municipality,0
4170,ท้องถิ่นเทศบาลตำบลแสงสว่าง,Saengsawang Sub-district Municipality,0
4171,ท้องถิ่นเทศบาลตำบลเพ็ญ,Phen Sub-district Municipality,0
4172,ท้องถิ่นเทศบาลตำบลน้ำโสม,Nam Som Sub-district Municipality,0
4173,ท้องถิ่นเทศบาลตำบลนางัว,Na ngua Sub-district Municipality,0
4174,ท้องถิ่นเทศบาลตำบลบ้านผือ,Ban Phue Sub-district Municipality,0
4175,ท้องถิ่นเทศบาลเมืองบ้านดุง,Ban Dung Town Municipality,0
4176,ท้องถิ่นเทศบาลตำบลวังสามหมอ,Wang Sam Mo Sub-district Municipality,0
4177,ท้องถิ่นเทศบาลตำบลศรีธาตุ,Si That Sub-district Municipality,0
4178,ท้องถิ่นเทศบาลตำบลไชยวาน,Chai Wan Sub-district Municipality,0
4179,ท้องถิ่นเทศบาลตำบลทุ่งฝน,Thung Fon Sub-district Municipality,0
4180,ท้องถิ่นเทศบาลตำบลหนองหาน,Nong Han Sub-district Municipality,0
4181,ท้องถิ่นเทศบาลตำบลหนองเม็ก,Nong Mek Sub-district Municipality,0
4182,ท้องถิ่นเทศบาลตำบลบ้านเชียง,Ban Chiang Sub-district Municipality,0
4183,ท้องถิ่นเทศบาลตำบลโนนสะอาด,Non Sa-at Sub-district Municipality,0
4184,ท้องถิ่นเทศบาลตำบลห้วยเกิ้ง,Huai Koeng Sub-district Municipality,0
4185,ท้องถิ่นเทศบาลตำบลพันดอน,Phan Don Sub-district Municipality,0
4186,ท้องถิ่นเทศบาลตำบลกุมภวาปี,Kumphawapi Sub-district Municipality,0
4187,ท้องถิ่นเทศบาลตำบลภูผาแดง,Phu Pha Daeng Sub-district Municipality,0
4188,ท้องถิ่นเทศบาลตำบลหนองวัวซอ,Nong Wua So Sub-district Municipality,0
4189,ท้องถิ่นเทศบาลตำบลสร้างก่อ,Sang Ko Sub-district Municipality,0
4190,ท้องถิ่นเทศบาลตำบลตาลเลียน,Tan Lian Sub-district Municipality,0
4191,ท้องถิ่นเทศบาลตำบลเชียงเพ็ง,Chiang Pheng Sub-district Municipality,0
4192,ท้องถิ่นเทศบาลตำบลกุดจับ,Kut Chap Sub-district Municipality,0
4193,ท้องถิ่นเทศบาลตำบลหนองบัว,Nong Bua Sub-district Municipality,0
4194,ท้องถิ่นเทศบาลเมืองหนองสำโรง,Nong Samrong Town Municipality,0
4195,ท้องถิ่นเทศบาลตำบลบ้านจั่น,Ban Chan Sub-district Municipality,0
4196,ท้องถิ่นเทศบาลเมืองโนนสูง-น้ำคำ,Non Sung - Nam Kham Town Municipality,0
4197,ท้องถิ่นเทศบาลตำบลนิคมสงเคราะห์,Nikhom Songkhro Sub-district Municipality,0
4198,ท้องถิ่นเทศบาลตำบลนาข่า,Na Kha Sub-district Municipality,0
4199,ท้องถิ่นเทศบาลนครอุดรธานี,Udon Thani City Municipality,0
4200,จังหวัดเลย,Loei Province,0
4201,อำเภอเมืองเลย,Mueang Loei District,0
4202,อำเภอนาด้วง,Na Duang District,0
4203,อำเภอเชียงคาน,Chiang Khan District,0
4204,อำเภอปากชม,Pak Chom District,0
4205,อำเภอด่านซ้าย,Dan Sai District,0
4206,อำเภอนาแห้ว,Na Haeo District,0
4207,อำเภอภูเรือ,Phu Ruea District,0
4208,อำเภอท่าลี่,Tha Li District,0
4209,อำเภอวังสะพุง,Wang Saphung District,0
4210,อำเภอภูกระดึง,Phu Kradueng District,0
4211,อำเภอภูหลวง,Phu Luang District,0
4212,อำเภอผาขาว,Pha Khao District,0
4213,อำเภอเอราวัณ,Erawan District,0
4214,อำเภอหนองหิน,Nong Hin District,0
4279,ท้องถิ่นเทศบาลตำบลโนนปอแดง,Non Po Daeng Sub-district Municipality,0
4280,ท้องถิ่นเทศบาลตำบลนาดอกคำ,Na Dok Kham Sub-district Municipality,0
4281,ท้องถิ่นเทศบาลตำบลธาตุ,That Sub-district Municipality,0
4282,ท้องถิ่นเทศบาลตำบลนาดินดำ,Na Dindam Sub-district Municipality,0
4283,ท้องถิ่นเทศบาลตำบลนาโป่ง,Na Pong Sub-district Municipality,0
4284,ท้องถิ่นเทศบาลตำบลนาอาน,Na An Sub-district Municipality,0
4285,ท้องถิ่นเทศบาลตำบลเขาแก้ว,Khao Kaeo Sub-district Municipality,0
4286,ท้องถิ่นเทศบาลตำบลหนองหิน,Nong Hin Sub-district Municipality,0
4287,ท้องถิ่นเทศบาลตำบลภูกระดึง,Phu Kradueng Sub-district Municipality,0
4288,ท้องถิ่นเทศบาลเมืองวังสะพุง,Wang Saphung Town Municipality,0
4289,ท้องถิ่นเทศบาลตำบลท่าลี่,Tha Li Sub-district Municipality,0
4290,ท้องถิ่นเทศบาลตำบลภูเรือ,Phu Ruea Sub-district Municipality,0
4291,ท้องถิ่นเทศบาลตำบลนาแห้ว,Na Haeo Sub-district Municipality,0
4292,ท้องถิ่นเทศบาลตำบลด่านซ้าย,Dan Sai Sub-district Municipality,0
4293,ท้องถิ่นเทศบาลตำบลปากชม,Pak Chom Sub-district Municipality,0
4294,ท้องถิ่นเทศบาลตำบลเชียงกลม,Chiang Klom Sub-district Municipality,0
4295,ท้องถิ่นเทศบาลตำบลเชียงคาน,Chiang Khan Sub-district Municipality,0
4296,ท้องถิ่นเทศบาลตำบลนาด้วง,Na Duang Sub-district Municipality,0
4297,ท้องถิ่นเทศบาลตำบลน้ำสวย,Num Suai Sub-district Municipality,0
